customer_id,snapshot_date,churn_next_60d,split
CUST00815,2025-09-30,0,test
CUST00816,2025-09-30,0,train
CUST00817,2025-09-30,0,train
CUST00818,2025-09-30,1,train
CUST00819,2025-09-30,0,test
CUST00820,2025-09-30,1,train
CUST00821,2025-09-30,0,train
CUST00822,2025-09-30,0,train
CUST00823,2025-09-30,1,train
CUST00824,2025-09-30,0,test
CUST00825,2025-09-30,1,train
CUST00826,2025-09-30,1,train
CUST00827,2025-09-30,0,train
CUST00828,2025-09-30,1,train
CUST00829,2025-09-30,0,test
CUST00830,2025-09-30,0,validation
CUST00831,2025-09-30,0,train
CUST00832,2025-09-30,0,train
CUST00833,2025-09-30,1,train
CUST00834,2025-09-30,0,train
CUST00835,2025-09-30,1,validation
CUST00836,2025-09-30,0,train
CUST00837,2025-09-30,0,train
CUST00838,2025-09-30,1,test
CUST00839,2025-09-30,1,train
CUST00840,2025-09-30,0,test
CUST00841,2025-09-30,0,train
CUST00842,2025-09-30,0,train
CUST00843,2025-09-30,1,train
CUST00844,2025-09-30,0,validation
CUST00845,2025-09-30,1,validation
CUST00846,2025-09-30,0,validation
CUST00847,2025-09-30,0,train
CUST00848,2025-09-30,0,train
CUST00849,2025-09-30,0,train
CUST00850,2025-09-30,1,validation
CUST00851,2025-09-30,0,train
CUST00852,2025-09-30,0,train
CUST00853,2025-09-30,1,test
CUST00854,2025-09-30,1,train
CUST00855,2025-09-30,1,test
CUST00856,2025-09-30,0,train
CUST00857,2025-09-30,0,validation
CUST00858,2025-09-30,1,test
CUST00859,2025-09-30,1,train
CUST00860,2025-09-30,0,train
CUST00861,2025-09-30,1,train
CUST00862,2025-09-30,1,train
CUST00863,2025-09-30,0,train
CUST00864,2025-09-30,1,train
CUST00865,2025-09-30,0,validation
CUST00866,2025-09-30,1,test
CUST00867,2025-09-30,1,train
CUST00868,2025-09-30,0,train
CUST00869,2025-09-30,1,validation
CUST00870,2025-09-30,0,train
CUST00871,2025-09-30,1,train
CUST00872,2025-09-30,1,train
CUST00873,2025-09-30,0,train
CUST00874,2025-09-30,1,train
CUST00875,2025-09-30,0,test
CUST00876,2025-09-30,1,train
CUST00877,2025-09-30,1,train
CUST00878,2025-09-30,0,test
CUST00879,2025-09-30,1,train
CUST00880,2025-09-30,0,train
CUST00881,2025-09-30,0,train
CUST00882,2025-09-30,1,validation
CUST00883,2025-09-30,0,train
CUST00884,2025-09-30,1,train
CUST00885,2025-09-30,1,train
CUST00886,2025-09-30,0,train
CUST00887,2025-09-30,0,train
CUST00888,2025-09-30,1,train
CUST00889,2025-09-30,1,train
CUST00890,2025-09-30,0,train
CUST00891,2025-09-30,0,train
CUST00892,2025-09-30,0,train
CUST00893,2025-09-30,1,train
CUST00894,2025-09-30,1,train
CUST00895,2025-09-30,1,train
CUST00896,2025-09-30,0,validation
CUST00897,2025-09-30,0,train
CUST00898,2025-09-30,1,train
CUST00899,2025-09-30,1,train
CUST00900,2025-09-30,1,train
CUST00901,2025-09-30,0,validation
CUST00902,2025-09-30,0,train
CUST00903,2025-09-30,1,test
CUST00904,2025-09-30,0,train
CUST00905,2025-09-30,0,train
CUST00906,2025-09-30,1,train
CUST00907,2025-09-30,1,train
CUST00908,2025-09-30,0,train
CUST00909,2025-09-30,1,train
CUST00910,2025-09-30,1,train
CUST00911,2025-09-30,0,train
CUST00912,2025-09-30,1,train
CUST00913,2025-09-30,1,validation
CUST00914,2025-09-30,0,train
CUST00915,2025-09-30,1,train
CUST00916,2025-09-30,0,train
CUST00917,2025-09-30,1,validation
CUST00918,2025-09-30,1,train
CUST00919,2025-09-30,0,validation
CUST00920,2025-09-30,1,train
CUST00921,2025-09-30,1,validation
CUST00922,2025-09-30,0,validation
CUST00923,2025-09-30,1,train
CUST00924,2025-09-30,0,validation
CUST00925,2025-09-30,0,train
CUST00926,2025-09-30,0,train
CUST00927,2025-09-30,1,train
CUST00928,2025-09-30,1,validation
CUST00929,2025-09-30,0,test
CUST00930,2025-09-30,0,validation
CUST00931,2025-09-30,0,train
CUST00932,2025-09-30,1,test
CUST00933,2025-09-30,1,validation
CUST00934,2025-09-30,1,train
CUST00935,2025-09-30,0,train
CUST00936,2025-09-30,0,train
CUST00937,2025-09-30,1,train
CUST00938,2025-09-30,1,test
CUST00939,2025-09-30,0,train
CUST00940,2025-09-30,0,train
CUST00941,2025-09-30,1,train
CUST00942,2025-09-30,1,test
CUST00943,2025-09-30,1,train
CUST00944,2025-09-30,1,test
CUST00945,2025-09-30,0,train
CUST00946,2025-09-30,1,train
CUST00947,2025-09-30,0,validation
CUST00948,2025-09-30,1,validation
CUST00949,2025-09-30,1,test
CUST00950,2025-09-30,1,train
CUST00951,2025-09-30,0,train
CUST00952,2025-09-30,0,validation
CUST00953,2025-09-30,0,train
CUST00954,2025-09-30,0,test
CUST00955,2025-09-30,1,test
CUST00956,2025-09-30,0,train
CUST00957,2025-09-30,0,train
CUST00958,2025-09-30,1,train
CUST00959,2025-09-30,1,train
CUST00960,2025-09-30,1,train
CUST00961,2025-09-30,0,validation
CUST00962,2025-09-30,1,train
CUST00963,2025-09-30,1,train
CUST00964,2025-09-30,1,train
CUST00965,2025-09-30,0,train
CUST00966,2025-09-30,0,test
CUST00967,2025-09-30,1,validation
CUST00968,2025-09-30,1,train
CUST00969,2025-09-30,0,train
CUST00970,2025-09-30,1,train
CUST00971,2025-09-30,0,train
CUST00972,2025-09-30,0,train
CUST00973,2025-09-30,0,validation
CUST00974,2025-09-30,0,train
CUST00975,2025-09-30,0,test
CUST00976,2025-09-30,0,test
CUST00977,2025-09-30,0,train
CUST00978,2025-09-30,1,train
CUST00979,2025-09-30,1,train
CUST00980,2025-09-30,1,test
CUST00981,2025-09-30,0,validation
CUST00982,2025-09-30,0,validation
CUST00983,2025-09-30,1,validation
CUST00984,2025-09-30,0,train
CUST00985,2025-09-30,1,train
CUST00986,2025-09-30,0,train
CUST00987,2025-09-30,0,train
CUST00988,2025-09-30,0,test
CUST00989,2025-09-30,1,train
CUST00990,2025-09-30,0,validation
CUST00991,2025-09-30,0,train
CUST00992,2025-09-30,1,train
CUST00993,2025-09-30,1,validation
CUST00994,2025-09-30,0,train
CUST00995,2025-09-30,1,test
CUST00996,2025-09-30,0,validation
CUST00997,2025-09-30,1,train
CUST00998,2025-09-30,0,train
CUST00999,2025-09-30,1,validation
CUST01000,2025-09-30,0,train
CUST01001,2025-09-30,1,train
CUST01002,2025-09-30,0,train
CUST01003,2025-09-30,1,train
CUST01004,2025-09-30,1,train
CUST01005,2025-09-30,1,train
CUST01006,2025-09-30,0,train
CUST01007,2025-09-30,0,train
CUST01008,2025-09-30,1,train
CUST01009,2025-09-30,0,train
CUST01010,2025-09-30,0,train
CUST01011,2025-09-30,1,validation
CUST01012,2025-09-30,0,train
CUST01013,2025-09-30,1,train
CUST01014,2025-09-30,1,train
CUST01015,2025-09-30,0,train
CUST01016,2025-09-30,0,validation
CUST01017,2025-09-30,0,test
CUST01018,2025-09-30,0,validation
CUST01019,2025-09-30,1,train
CUST01020,2025-09-30,1,train
CUST01021,2025-09-30,0,train
CUST01022,2025-09-30,1,train
CUST01023,2025-09-30,1,train
CUST01024,2025-09-30,0,train
CUST01025,2025-09-30,0,train
CUST01026,2025-09-30,1,train
CUST01027,2025-09-30,0,train
CUST01028,2025-09-30,1,test
CUST01029,2025-09-30,0,train
CUST01030,2025-09-30,0,validation
CUST01031,2025-09-30,1,train
CUST01032,2025-09-30,0,train
CUST01033,2025-09-30,0,train
CUST01034,2025-09-30,0,train
CUST01035,2025-09-30,0,train
CUST01036,2025-09-30,1,validation
CUST01037,2025-09-30,0,train
CUST01038,2025-09-30,1,train
CUST01039,2025-09-30,0,test
CUST01040,2025-09-30,1,train
CUST01041,2025-09-30,0,train
CUST01042,2025-09-30,0,train
CUST01043,2025-09-30,1,validation
CUST01044,2025-09-30,0,test
CUST01045,2025-09-30,0,train
CUST01046,2025-09-30,1,train
CUST01047,2025-09-30,1,train
CUST01048,2025-09-30,1,train
CUST01049,2025-09-30,1,train
CUST01050,2025-09-30,0,train
CUST01051,2025-09-30,1,train
CUST01052,2025-09-30,1,train
CUST01053,2025-09-30,1,validation
CUST01054,2025-09-30,1,test
CUST01055,2025-09-30,1,test
CUST01056,2025-09-30,0,train
CUST01057,2025-09-30,0,train
CUST01058,2025-09-30,1,train
CUST01059,2025-09-30,1,train
CUST01060,2025-09-30,0,train
CUST01061,2025-09-30,0,train
CUST01062,2025-09-30,1,train
CUST01063,2025-09-30,0,train
CUST01064,2025-09-30,0,train
CUST01065,2025-09-30,0,train
CUST01066,2025-09-30,0,test
CUST01067,2025-09-30,0,train
CUST01068,2025-09-30,1,train
CUST01069,2025-09-30,0,train
CUST01070,2025-09-30,0,test
CUST01071,2025-09-30,0,train
CUST01072,2025-09-30,1,train
CUST01073,2025-09-30,1,train
CUST01074,2025-09-30,1,train
CUST01075,2025-09-30,1,validation
CUST01076,2025-09-30,0,train
CUST01077,2025-09-30,1,validation
CUST01078,2025-09-30,1,train
CUST01079,2025-09-30,1,test
CUST01080,2025-09-30,1,validation
CUST01081,2025-09-30,0,train
CUST01082,2025-09-30,1,train
CUST01083,2025-09-30,1,train
CUST01084,2025-09-30,0,train
CUST01085,2025-09-30,1,test
CUST01086,2025-09-30,0,train
CUST01087,2025-09-30,1,train
CUST01088,2025-09-30,0,train
CUST01089,2025-09-30,1,train
CUST01090,2025-09-30,1,validation
CUST01091,2025-09-30,1,train
CUST01092,2025-09-30,1,train
CUST01093,2025-09-30,0,train
CUST01094,2025-09-30,0,train
CUST01095,2025-09-30,0,train
CUST01096,2025-09-30,0,train
CUST01097,2025-09-30,1,train
CUST01098,2025-09-30,1,train
CUST01099,2025-09-30,0,train
CUST01100,2025-09-30,0,train
CUST01101,2025-09-30,1,train
CUST01102,2025-09-30,0,train
CUST01103,2025-09-30,1,train
CUST01104,2025-09-30,0,validation
CUST01105,2025-09-30,1,test
CUST01106,2025-09-30,0,validation
CUST01107,2025-09-30,1,train
CUST01108,2025-09-30,0,train
CUST01109,2025-09-30,0,validation
CUST01110,2025-09-30,1,train
CUST01111,2025-09-30,1,train
CUST01112,2025-09-30,0,train
CUST01113,2025-09-30,0,train
CUST01114,2025-09-30,1,train
CUST01115,2025-09-30,0,train
CUST01116,2025-09-30,0,train
CUST01117,2025-09-30,0,train
CUST01118,2025-09-30,0,train
CUST01119,2025-09-30,1,train
CUST01120,2025-09-30,0,train
CUST01121,2025-09-30,0,train
CUST01122,2025-09-30,0,train
CUST01123,2025-09-30,1,train
CUST01124,2025-09-30,1,train
CUST01125,2025-09-30,1,train
CUST01126,2025-09-30,0,train
CUST01127,2025-09-30,1,train
CUST01128,2025-09-30,1,validation
CUST01129,2025-09-30,1,validation
CUST01130,2025-09-30,1,train
CUST01131,2025-09-30,0,test
CUST01132,2025-09-30,0,train
CUST01133,2025-09-30,1,validation
CUST01134,2025-09-30,0,train
CUST01135,2025-09-30,1,train
CUST01136,2025-09-30,0,train
CUST01137,2025-09-30,1,train
CUST01138,2025-09-30,1,train
CUST01139,2025-09-30,0,validation
CUST01140,2025-09-30,0,test
CUST01141,2025-09-30,1,train
CUST01142,2025-09-30,0,train
CUST01143,2025-09-30,0,train
CUST01144,2025-09-30,0,test
CUST01145,2025-09-30,1,train
CUST01146,2025-09-30,0,train
CUST01147,2025-09-30,0,train
CUST01148,2025-09-30,1,train
CUST01149,2025-09-30,0,validation
CUST01150,2025-09-30,1,train
CUST01151,2025-09-30,1,train
CUST01152,2025-09-30,0,train
CUST01153,2025-09-30,1,validation
CUST01154,2025-09-30,0,train
CUST01155,2025-09-30,0,train
CUST01156,2025-09-30,0,train
CUST01157,2025-09-30,0,test
CUST01158,2025-09-30,0,test
CUST01159,2025-09-30,0,test
CUST01160,2025-09-30,1,train
CUST01161,2025-09-30,1,train
CUST01162,2025-09-30,0,train
CUST01163,2025-09-30,1,train
CUST01164,2025-09-30,1,validation
CUST01165,2025-09-30,1,test
CUST01166,2025-09-30,1,train
CUST01167,2025-09-30,0,train
CUST01168,2025-09-30,0,train
CUST01169,2025-09-30,0,test
CUST01170,2025-09-30,1,train
CUST01171,2025-09-30,0,train
CUST01172,2025-09-30,0,train
CUST01173,2025-09-30,0,train
CUST01174,2025-09-30,1,train
CUST01175,2025-09-30,0,train
CUST01176,2025-09-30,1,train
CUST01177,2025-09-30,0,test
CUST01178,2025-09-30,1,train
CUST01179,2025-09-30,1,train
CUST01180,2025-09-30,0,train
CUST01181,2025-09-30,1,train
CUST01182,2025-09-30,0,test
CUST01183,2025-09-30,0,train
CUST01184,2025-09-30,0,train
CUST01185,2025-09-30,0,validation
CUST01186,2025-09-30,1,train
CUST01187,2025-09-30,0,test
CUST01188,2025-09-30,1,train
CUST01189,2025-09-30,1,train
CUST01190,2025-09-30,0,train
CUST01191,2025-09-30,1,train
CUST01192,2025-09-30,0,train
CUST01193,2025-09-30,1,train
CUST01194,2025-09-30,1,train
CUST01195,2025-09-30,1,train
CUST01196,2025-09-30,1,test
CUST01197,2025-09-30,1,train
CUST01198,2025-09-30,0,train
CUST01199,2025-09-30,1,train
CUST01200,2025-09-30,0,validation
CUST01201,2025-09-30,1,train
CUST01202,2025-09-30,1,train
CUST01203,2025-09-30,0,train
CUST01204,2025-09-30,0,train
CUST01205,2025-09-30,1,train
CUST01206,2025-09-30,1,train
CUST01207,2025-09-30,1,train
CUST01208,2025-09-30,0,train
CUST01209,2025-09-30,0,train
CUST01210,2025-09-30,1,train
CUST01211,2025-09-30,0,train
CUST01212,2025-09-30,0,train
CUST01213,2025-09-30,1,validation
CUST01214,2025-09-30,1,train
CUST01215,2025-09-30,0,train
CUST01216,2025-09-30,1,train
CUST01217,2025-09-30,1,validation
CUST01218,2025-09-30,0,train
CUST01219,2025-09-30,0,train
CUST01220,2025-09-30,1,train
CUST01221,2025-09-30,0,train
CUST01222,2025-09-30,0,train
CUST01223,2025-09-30,1,train
CUST01224,2025-09-30,1,train
CUST01225,2025-09-30,1,train
CUST01226,2025-09-30,1,train
CUST01227,2025-09-30,1,train
CUST01228,2025-09-30,1,train
CUST01229,2025-09-30,1,validation
CUST01230,2025-09-30,1,train
CUST01231,2025-09-30,0,train
CUST01232,2025-09-30,1,train
CUST01233,2025-09-30,0,train
CUST01234,2025-09-30,1,train
CUST01235,2025-09-30,1,train
CUST01236,2025-09-30,0,train
CUST01237,2025-09-30,1,train
CUST01238,2025-09-30,0,test
CUST01239,2025-09-30,0,train
CUST01240,2025-09-30,1,train
CUST01241,2025-09-30,0,validation
CUST01242,2025-09-30,0,test
CUST01243,2025-09-30,1,train
CUST01244,2025-09-30,0,validation
CUST01245,2025-09-30,1,test
CUST01246,2025-09-30,0,test
CUST01247,2025-09-30,0,test
CUST01248,2025-09-30,0,validation
CUST01249,2025-09-30,0,train
CUST01250,2025-09-30,0,train
CUST01251,2025-09-30,1,train
CUST01252,2025-09-30,1,train
CUST01253,2025-09-30,1,test
CUST01254,2025-09-30,0,train
CUST01255,2025-09-30,0,train
CUST01256,2025-09-30,1,train
CUST01257,2025-09-30,1,test
CUST01258,2025-09-30,1,test
CUST01259,2025-09-30,1,train
CUST01260,2025-09-30,0,validation
CUST01261,2025-09-30,0,validation
CUST01262,2025-09-30,1,train
CUST01263,2025-09-30,0,train
CUST01264,2025-09-30,1,train
CUST01265,2025-09-30,0,train
CUST01266,2025-09-30,0,train
CUST01267,2025-09-30,0,train
CUST01268,2025-09-30,1,train
CUST01269,2025-09-30,0,train
CUST01270,2025-09-30,0,train
CUST01271,2025-09-30,0,train
CUST01272,2025-09-30,0,train
CUST01273,2025-09-30,1,test
CUST01274,2025-09-30,0,train
CUST01275,2025-09-30,0,train
CUST01276,2025-09-30,0,train
CUST01277,2025-09-30,1,train
CUST01278,2025-09-30,0,train
CUST01279,2025-09-30,1,test
CUST01280,2025-09-30,0,validation
CUST01281,2025-09-30,1,train
CUST01282,2025-09-30,1,train
CUST01283,2025-09-30,1,train
CUST01284,2025-09-30,1,test
CUST01285,2025-09-30,1,train
CUST01286,2025-09-30,0,train
CUST01287,2025-09-30,0,test
CUST01288,2025-09-30,1,test
CUST01289,2025-09-30,0,train
CUST01290,2025-09-30,0,train
CUST01291,2025-09-30,0,train
CUST01292,2025-09-30,0,train
CUST01293,2025-09-30,0,train
CUST01294,2025-09-30,0,validation
CUST01295,2025-09-30,1,train
CUST01296,2025-09-30,0,train
CUST01297,2025-09-30,0,train
CUST01298,2025-09-30,1,train
CUST01299,2025-09-30,1,test
CUST01300,2025-09-30,0,train
CUST01301,2025-09-30,1,train
CUST01302,2025-09-30,0,train
CUST01303,2025-09-30,1,test
CUST01304,2025-09-30,0,train
CUST01305,2025-09-30,1,train
CUST01306,2025-09-30,0,train
CUST01307,2025-09-30,1,train
CUST01308,2025-09-30,1,train
CUST01309,2025-09-30,0,test
CUST01310,2025-09-30,0,train
CUST01311,2025-09-30,0,train
CUST01312,2025-09-30,0,train
CUST01313,2025-09-30,0,train
CUST01314,2025-09-30,0,train
CUST01315,2025-09-30,1,validation
CUST01316,2025-09-30,1,train
CUST01317,2025-09-30,1,train
CUST01318,2025-09-30,1,train
CUST01319,2025-09-30,0,test
CUST01320,2025-09-30,1,train
CUST01321,2025-09-30,0,train
CUST01322,2025-09-30,1,train
CUST01323,2025-09-30,1,train
CUST01324,2025-09-30,1,train
CUST01325,2025-09-30,0,test
CUST01326,2025-09-30,1,train
CUST01327,2025-09-30,0,train
CUST01328,2025-09-30,0,train
CUST01329,2025-09-30,0,train
CUST01330,2025-09-30,0,train
CUST01331,2025-09-30,0,train
CUST01332,2025-09-30,0,train
CUST01333,2025-09-30,1,train
CUST01334,2025-09-30,1,test
CUST01335,2025-09-30,0,train
CUST01336,2025-09-30,1,train
CUST01337,2025-09-30,0,train
CUST01338,2025-09-30,1,train
CUST01339,2025-09-30,1,train
CUST01340,2025-09-30,1,train
CUST01341,2025-09-30,1,train
CUST01342,2025-09-30,1,test
CUST01343,2025-09-30,0,validation
CUST01344,2025-09-30,1,test
CUST01345,2025-09-30,0,train
CUST01346,2025-09-30,0,validation
CUST01347,2025-09-30,1,test
CUST01348,2025-09-30,1,train
CUST01349,2025-09-30,0,train
CUST01350,2025-09-30,1,train
CUST01351,2025-09-30,1,train
CUST01352,2025-09-30,1,train
CUST01353,2025-09-30,0,train
CUST01354,2025-09-30,0,train
CUST01355,2025-09-30,0,validation
CUST01356,2025-09-30,1,train
CUST01357,2025-09-30,1,test
CUST01358,2025-09-30,0,train
CUST01359,2025-09-30,1,train
CUST01360,2025-09-30,1,train
CUST01361,2025-09-30,0,train
CUST01362,2025-09-30,1,validation
CUST01363,2025-09-30,0,train
CUST01364,2025-09-30,1,train
CUST01365,2025-09-30,1,train
CUST01366,2025-09-30,1,train
CUST01367,2025-09-30,1,train
CUST01368,2025-09-30,1,validation
CUST01369,2025-09-30,0,train
CUST01370,2025-09-30,0,test
CUST01371,2025-09-30,0,train
CUST01372,2025-09-30,1,test
CUST01373,2025-09-30,1,train
CUST01374,2025-09-30,1,test
CUST01375,2025-09-30,0,train
CUST01376,2025-09-30,0,test
CUST01377,2025-09-30,0,train
CUST01378,2025-09-30,1,train
CUST01379,2025-09-30,1,train
CUST01380,2025-09-30,0,validation
CUST01381,2025-09-30,0,train
CUST01382,2025-09-30,1,train
CUST01383,2025-09-30,0,test
CUST01384,2025-09-30,1,validation
CUST01385,2025-09-30,0,test
CUST01386,2025-09-30,0,train
CUST01387,2025-09-30,1,test
CUST01388,2025-09-30,1,train
CUST01389,2025-09-30,0,train
CUST01390,2025-09-30,0,train
CUST01391,2025-09-30,0,train
CUST01392,2025-09-30,0,test
CUST01393,2025-09-30,1,validation
CUST01394,2025-09-30,0,test
CUST01395,2025-09-30,0,train
CUST01396,2025-09-30,1,test
CUST01397,2025-09-30,0,test
CUST01398,2025-09-30,1,train
CUST01399,2025-09-30,0,validation
CUST01400,2025-09-30,1,train
CUST01401,2025-09-30,0,train
CUST01402,2025-09-30,1,train
CUST01403,2025-09-30,1,train
CUST01404,2025-09-30,1,validation
CUST01405,2025-09-30,0,test
CUST01406,2025-09-30,1,train
CUST01407,2025-09-30,1,test
CUST01408,2025-09-30,1,train
CUST01409,2025-09-30,0,train
CUST01410,2025-09-30,0,validation
CUST01411,2025-09-30,0,test
CUST01412,2025-09-30,1,train
CUST01413,2025-09-30,1,validation
CUST01414,2025-09-30,0,train
CUST01415,2025-09-30,0,validation
CUST01416,2025-09-30,0,train
CUST01417,2025-09-30,1,train
CUST01418,2025-09-30,1,train
CUST01419,2025-09-30,0,test
CUST01420,2025-09-30,0,train
CUST01421,2025-09-30,1,train
CUST01422,2025-09-30,0,test
CUST01423,2025-09-30,0,validation
CUST01424,2025-09-30,0,validation
CUST01425,2025-09-30,1,validation
CUST01426,2025-09-30,0,train
CUST01427,2025-09-30,0,validation
CUST01428,2025-09-30,0,train
CUST01429,2025-09-30,0,train
CUST01430,2025-09-30,0,train
CUST01431,2025-09-30,1,train
CUST01432,2025-09-30,1,test
CUST01433,2025-09-30,1,train
CUST01434,2025-09-30,0,test
CUST01435,2025-09-30,1,train
CUST01436,2025-09-30,0,train
CUST01437,2025-09-30,1,train
CUST01438,2025-09-30,1,train
CUST01439,2025-09-30,0,train
CUST01440,2025-09-30,0,train
CUST01441,2025-09-30,1,train
CUST01442,2025-09-30,0,test
CUST01443,2025-09-30,0,validation
CUST01444,2025-09-30,1,train
CUST01445,2025-09-30,1,train
CUST01446,2025-09-30,1,train
CUST01447,2025-09-30,0,train
CUST01448,2025-09-30,1,train
CUST01449,2025-09-30,0,validation
CUST01450,2025-09-30,1,train
CUST01451,2025-09-30,0,validation
CUST01452,2025-09-30,1,test
CUST01453,2025-09-30,1,train
CUST01454,2025-09-30,0,test
CUST01455,2025-09-30,1,train
CUST01456,2025-09-30,0,train
CUST01457,2025-09-30,1,validation
CUST01458,2025-09-30,1,train
CUST01459,2025-09-30,0,train
CUST01460,2025-09-30,1,train
CUST01461,2025-09-30,0,validation
CUST01462,2025-09-30,0,test
CUST01463,2025-09-30,1,test
CUST01464,2025-09-30,0,train
CUST01465,2025-09-30,0,train
CUST01466,2025-09-30,1,train
CUST01467,2025-09-30,1,test
CUST01468,2025-09-30,1,train
CUST01469,2025-09-30,0,validation
CUST01470,2025-09-30,1,train
CUST01471,2025-09-30,1,train
CUST01472,2025-09-30,0,train
CUST01473,2025-09-30,0,validation
CUST01474,2025-09-30,1,train
CUST01475,2025-09-30,1,test
CUST01476,2025-09-30,1,train
CUST01477,2025-09-30,0,test
CUST01478,2025-09-30,1,train
CUST01479,2025-09-30,0,train
CUST01480,2025-09-30,1,train
CUST01481,2025-09-30,1,train
CUST01482,2025-09-30,1,train
CUST01483,2025-09-30,0,train
CUST01484,2025-09-30,1,train
CUST01485,2025-09-30,1,train
CUST01486,2025-09-30,1,train
CUST01487,2025-09-30,1,train
CUST01488,2025-09-30,1,train
CUST01489,2025-09-30,0,validation
CUST01490,2025-09-30,1,train
CUST01491,2025-09-30,0,train
CUST01492,2025-09-30,0,train
CUST01493,2025-09-30,0,train
CUST01494,2025-09-30,1,train
CUST01495,2025-09-30,0,train
CUST01496,2025-09-30,0,train
CUST01497,2025-09-30,0,train
CUST01498,2025-09-30,0,train
CUST01499,2025-09-30,1,validation
CUST01500,2025-09-30,0,validation
CUST01501,2025-09-30,1,test
CUST01502,2025-09-30,0,test
CUST01503,2025-09-30,1,train
CUST01504,2025-09-30,1,train
CUST01505,2025-09-30,0,test
CUST01506,2025-09-30,1,train
CUST01507,2025-09-30,1,train
CUST01508,2025-09-30,0,train
CUST01509,2025-09-30,0,validation
CUST01510,2025-09-30,1,test
CUST01511,2025-09-30,0,train
CUST01512,2025-09-30,0,test
CUST01513,2025-09-30,1,train
CUST01514,2025-09-30,0,validation
CUST01515,2025-09-30,0,train
CUST01516,2025-09-30,1,train
CUST01517,2025-09-30,1,train
CUST01518,2025-09-30,1,train
CUST01519,2025-09-30,0,validation
CUST01520,2025-09-30,0,train
CUST01521,2025-09-30,0,train
CUST01522,2025-09-30,1,train
CUST01523,2025-09-30,0,train
CUST01524,2025-09-30,0,train
CUST01525,2025-09-30,0,train
CUST01526,2025-09-30,0,test
CUST01527,2025-09-30,1,train
CUST01528,2025-09-30,1,train
CUST01529,2025-09-30,1,train
CUST01530,2025-09-30,1,train
CUST01531,2025-09-30,1,test
CUST01532,2025-09-30,1,train
CUST01533,2025-09-30,1,train
CUST01534,2025-09-30,0,validation
CUST01535,2025-09-30,0,train
CUST01536,2025-09-30,0,train
CUST01537,2025-09-30,1,test
CUST01538,2025-09-30,0,train
CUST01539,2025-09-30,1,train
CUST01540,2025-09-30,1,train
CUST01541,2025-09-30,0,train
CUST01542,2025-09-30,0,train
CUST01543,2025-09-30,1,train
CUST01544,2025-09-30,0,train
CUST01545,2025-09-30,1,train
CUST01546,2025-09-30,0,test
CUST01547,2025-09-30,1,test
CUST01548,2025-09-30,0,train
CUST01549,2025-09-30,1,train
CUST01550,2025-09-30,1,train
CUST01551,2025-09-30,0,train
CUST01552,2025-09-30,1,test
CUST01553,2025-09-30,1,train
CUST01554,2025-09-30,0,train
CUST01555,2025-09-30,0,train
CUST01556,2025-09-30,0,train
CUST01557,2025-09-30,0,train
CUST01558,2025-09-30,1,validation
CUST01559,2025-09-30,1,train
CUST01560,2025-09-30,0,train
CUST01561,2025-09-30,1,validation
CUST01562,2025-09-30,0,train
CUST01563,2025-09-30,1,train
CUST01564,2025-09-30,1,train
CUST01565,2025-09-30,0,train
CUST01566,2025-09-30,0,train
CUST01567,2025-09-30,1,train
CUST01568,2025-09-30,1,test
CUST01569,2025-09-30,0,train
CUST01570,2025-09-30,1,train
CUST01571,2025-09-30,1,test
CUST01572,2025-09-30,1,train
CUST01573,2025-09-30,0,train
CUST01574,2025-09-30,1,test
CUST01575,2025-09-30,1,train
CUST01576,2025-09-30,1,train
CUST01577,2025-09-30,1,validation
CUST01578,2025-09-30,0,train
CUST01579,2025-09-30,1,train
CUST01580,2025-09-30,0,train
CUST01581,2025-09-30,0,test
CUST01582,2025-09-30,0,train
CUST01583,2025-09-30,1,train
CUST01584,2025-09-30,0,test
CUST01585,2025-09-30,1,train
CUST01586,2025-09-30,0,train
CUST01587,2025-09-30,1,train
CUST01588,2025-09-30,1,test
CUST01589,2025-09-30,1,train
CUST01590,2025-09-30,1,train
CUST01591,2025-09-30,1,train
CUST01592,2025-09-30,0,validation
CUST01593,2025-09-30,1,train
CUST01594,2025-09-30,0,train
CUST01595,2025-09-30,0,validation
CUST01596,2025-09-30,0,train
CUST01597,2025-09-30,0,train
CUST01598,2025-09-30,0,train
CUST01599,2025-09-30,1,train
CUST01600,2025-09-30,1,train
CUST01601,2025-09-30,0,train
CUST01602,2025-09-30,0,train
CUST01603,2025-09-30,1,test
CUST01604,2025-09-30,0,train
CUST01605,2025-09-30,0,train
CUST01606,2025-09-30,1,train
CUST01607,2025-09-30,1,train
CUST01608,2025-09-30,0,train
CUST01609,2025-09-30,1,test
CUST01610,2025-09-30,0,train
CUST01611,2025-09-30,0,validation
CUST01612,2025-09-30,1,train
CUST01613,2025-09-30,1,train
CUST01614,2025-09-30,0,test
CUST01615,2025-09-30,0,train
CUST01616,2025-09-30,1,train
CUST01617,2025-09-30,1,test
CUST01618,2025-09-30,1,train
CUST01619,2025-09-30,0,train
CUST01620,2025-09-30,0,train
CUST01621,2025-09-30,0,validation
CUST01622,2025-09-30,0,train
CUST01623,2025-09-30,1,train
CUST01624,2025-09-30,0,train
CUST01625,2025-09-30,0,validation
CUST01626,2025-09-30,1,validation
CUST01627,2025-09-30,1,train
CUST01628,2025-09-30,1,validation
CUST01629,2025-09-30,1,test
