customer_id,snapshot_date,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,marketing_consent,recency_days,frequency_180d,monetary_180d,return_rate_180d,avg_discount_pct_180d,avg_rating_180d,category_diversity_180d,ticket_count_90d,negative_ticket_rate_90d,avg_resolution_hours_90d,days_since_signup,sessions_30d,product_views_30d,cart_adds_30d,wishlist_adds_30d,abandoned_carts_30d,email_opens_30d,campaign_clicks_30d,last_visit_days_ago,churn_next_60d,split
CUST00586,2025-09-30,Tier 1,25-34,Instagram,Gold,Hair Care,No,128,1,371.62,0.0,0.26,5.0,1,0,0,0,572,1,5,0,0,0,0,0,22,1,train
CUST00587,2025-09-30,Tier 2,25-34,Organic,Gold,Hair Care,Yes,18,1,275.79,0.0,0.52,5.0,1,0,0,0,43,10,47,1,2,1,1,0,7,0,train
CUST00588,2025-09-30,Tier 1,18-24,Referral,Silver,Skin Care,No,76,1,649.95,0.0,0.19,4.0,1,0,0,0,173,6,32,1,0,0,0,0,0,0,test
CUST00589,2025-09-30,Tier 2,25-34,Instagram,Silver,Skin Care,Yes,71,1,479.6,0.0,0.38,3.0,1,1,1.0,14.8,455,4,19,1,1,0,3,1,0,1,train
CUST00590,2025-09-30,Tier 2,35-44,Google Search,None,Fragrance,Yes,140,1,515.92,0.0,0.31,5.0,1,0,0,0,338,7,33,1,1,0,7,3,25,1,train
CUST00591,2025-09-30,Tier 1,25-34,Google Search,None,Skin Care,Yes,69,1,865.39,0.0,0.41,5.0,1,0,0,0,517,2,8,0,0,0,8,4,11,1,train
CUST00592,2025-09-30,Tier 2,18-24,Referral,None,Makeup,Yes,20,1,627.36,0.0,0.4,4.0,1,0,0,0,197,3,8,2,1,1,0,0,1,1,test
CUST00593,2025-09-30,Tier 1,25-34,Referral,Platinum,Baby Care,No,29,4,2441.17,0.0,0.292,4.0,3,1,1.0,33.2,478,9,33,3,1,1,0,0,19,0,train
CUST00594,2025-09-30,Tier 1,35-44,Marketplace,None,Fragrance,Yes,91,1,448.78,0.0,0.5,4.0,1,0,0,0,507,0,0,0,0,0,0,0,16,1,train
CUST00595,2025-09-30,Tier 1,35-44,Marketplace,Silver,Wellness,No,20,3,1431.75,0.0,0.363,3.33,3,0,0,0,581,9,23,3,1,2,0,0,6,0,train
CUST00596,2025-09-30,Tier 3,25-34,Referral,Gold,Skin Care,Yes,50,1,503.66,0.0,0.48,5.0,1,1,1.0,20.2,600,13,62,2,2,1,7,1,9,1,test
CUST00597,2025-09-30,Tier 3,25-34,Instagram,Silver,Hair Care,No,52,1,1256.0,0.0,0.35,4.0,1,1,1.0,32.5,308,0,0,0,0,0,0,0,9,1,train
CUST00598,2025-09-30,Tier 2,18-24,Influencer,None,Fragrance,Yes,7,1,545.96,0.0,0.23,5.0,1,0,0,0,192,20,78,2,5,1,9,3,13,0,train
CUST00599,2025-09-30,Tier 3,25-34,Marketplace,None,Baby Care,Yes,169,2,2008.74,0.0,0.095,3.5,2,0,0,0,407,2,9,1,0,1,5,1,29,0,train
CUST00600,2025-09-30,Tier 1,25-34,Organic,None,Baby Care,Yes,263,0,0,0,0,3.5,0,0,0,0,560,3,16,1,0,0,3,0,53,1,validation
CUST00601,2025-09-30,Tier 1,18-24,Marketplace,Gold,Baby Care,Yes,70,1,537.85,0.0,0.04,4.0,1,0,0,0,78,8,29,4,2,2,8,3,15,1,train
CUST00602,2025-09-30,Tier 3,35-44,Influencer,Gold,Makeup,Yes,91,1,171.18,0.0,0.57,5.0,1,0,0,0,93,5,25,2,0,1,2,1,21,1,test
CUST00603,2025-09-30,Tier 1,35-44,Organic,Gold,Baby Care,Yes,10,6,3515.31,0.0,0.338,4.5,3,2,1.0,37.0,331,12,70,1,1,0,6,1,0,0,train
CUST00604,2025-09-30,Tier 1,25-34,Instagram,None,Fragrance,Yes,90,1,761.72,0.0,0.18,5.0,1,0,0,0,397,2,8,0,0,0,5,1,16,0,train
CUST00605,2025-09-30,Tier 1,18-24,Google Search,Silver,Baby Care,Yes,160,2,1049.15,0.0,0.135,4.5,2,0,0,0,432,8,46,3,2,2,3,0,33,1,train
CUST00606,2025-09-30,Tier 1,35-44,Marketplace,Gold,Wellness,No,120,1,240.15,0.0,0.24,3.0,1,0,0,0,582,7,34,2,2,0,0,0,28,1,train
CUST00607,2025-09-30,Tier 2,25-34,Referral,None,Makeup,No,249,0,0,0,0,3.5,0,0,0,0,495,9,39,2,2,1,0,0,55,1,train
CUST00608,2025-09-30,Tier 2,25-34,Google Search,Gold,Makeup,No,27,2,1397.1,0.0,0.36,4.5,1,1,1.0,4.4,395,7,38,1,1,1,0,0,5,0,train
CUST00609,2025-09-30,Tier 2,45+,Google Search,Silver,Hair Care,Yes,6,5,4581.16,0.0,0.406,3.8,3,0,0,0,419,6,18,3,0,1,7,1,0,0,validation
CUST00610,2025-09-30,Tier 3,45+,Influencer,None,Makeup,Yes,22,3,3213.04,0.333,0.34,3.0,3,1,1.0,52.4,386,10,48,4,3,3,3,0,7,0,validation
CUST00611,2025-09-30,Tier 3,35-44,Instagram,None,Hair Care,Yes,235,0,0,0,0,3.5,0,0,0,0,583,5,28,2,1,1,3,0,60,1,train
CUST00612,2025-09-30,Tier 3,25-34,Google Search,Platinum,Skin Care,No,48,2,2120.98,0.0,0.35,1.5,2,0,0,0,185,9,41,3,2,1,0,0,1,1,train
CUST00613,2025-09-30,Tier 2,45+,Organic,Silver,Hair Care,Yes,4,4,2969.31,0.0,0.435,5.0,4,2,0.0,22.4,474,14,41,6,2,3,6,0,7,0,test
CUST00614,2025-09-30,Tier 1,45+,Referral,Gold,Skin Care,Yes,196,0,0,0,0,3.5,0,0,0,0,216,1,5,0,0,0,4,1,38,1,train
CUST00615,2025-09-30,Tier 2,35-44,Instagram,None,Baby Care,Yes,34,1,446.03,1.0,0.17,5.0,1,1,1.0,36.7,78,4,19,1,1,1,5,1,6,1,train
CUST00616,2025-09-30,Tier 1,25-34,Instagram,None,Wellness,No,36,2,1139.91,0.0,0.165,4.0,2,1,1.0,8.3,326,10,41,4,1,1,0,0,16,1,train
CUST00617,2025-09-30,Tier 3,25-34,Instagram,None,Baby Care,No,14,6,4116.99,0.0,0.385,4.5,3,0,0,0,311,8,34,4,1,1,0,0,7,0,validation
CUST00618,2025-09-30,Tier 3,45+,Instagram,Gold,Wellness,Yes,92,2,1570.53,0.0,0.215,4.5,2,0,0,0,252,8,26,3,2,0,7,3,2,0,train
CUST00619,2025-09-30,Tier 1,35-44,Google Search,None,Skin Care,No,2,2,925.36,0.0,0.215,4.0,1,0,0,0,370,8,41,3,0,2,0,0,12,0,train
CUST00620,2025-09-30,Tier 3,25-34,Referral,Silver,Skin Care,Yes,90,1,449.48,0.0,0.26,5.0,1,1,1.0,36.7,100,17,68,5,4,3,5,2,30,0,train
CUST00621,2025-09-30,Tier 2,25-34,Instagram,None,Fragrance,Yes,92,1,348.53,0.0,0.29,3.0,1,0,0,0,132,6,32,2,1,1,4,1,14,1,train
CUST00622,2025-09-30,Tier 1,45+,Referral,None,Baby Care,Yes,180,1,1369.13,0.0,0.18,4.0,1,0,0,0,341,1,5,0,0,0,6,3,41,1,train
CUST00623,2025-09-30,Tier 2,35-44,Marketplace,Silver,Skin Care,Yes,108,4,1945.71,0.25,0.323,4.5,4,0,0,0,231,18,70,2,3,1,7,2,15,0,train
CUST00624,2025-09-30,Tier 3,45+,Influencer,Silver,Makeup,Yes,232,0,0,0,0,3.5,0,0,0,0,276,4,21,2,1,1,0,0,60,1,train
CUST00625,2025-09-30,Tier 3,18-24,Instagram,None,Skin Care,No,66,3,1716.26,0.0,0.387,4.0,2,0,0,0,259,2,10,1,0,1,0,0,0,1,train
CUST00626,2025-09-30,Tier 1,25-34,Google Search,Platinum,Hair Care,No,9,2,1214.38,0.0,0.23,4.5,1,1,0.0,7.2,95,12,37,5,3,3,0,0,0,0,train
CUST00627,2025-09-30,Tier 2,25-34,Instagram,Silver,Hair Care,Yes,75,1,403.11,0.0,0.28,5.0,1,0,0,0,368,6,19,2,1,0,4,1,17,1,validation
CUST00628,2025-09-30,Tier 1,18-24,Instagram,None,Makeup,Yes,59,1,232.57,0.0,0.58,5.0,1,1,1.0,52.4,445,9,35,5,2,1,7,1,15,0,train
CUST00629,2025-09-30,Tier 2,25-34,Organic,Gold,Skin Care,Yes,44,1,442.4,0.0,0.42,5.0,1,0,0,0,64,2,6,0,0,0,2,1,3,0,train
CUST00630,2025-09-30,Tier 2,25-34,Instagram,Platinum,Skin Care,Yes,93,2,1967.63,0.0,0.285,3.5,2,0,0,0,359,20,112,9,5,5,8,1,13,0,train
CUST00631,2025-09-30,Tier 1,35-44,Marketplace,Silver,Hair Care,No,68,3,1238.87,0.0,0.49,4.67,2,0,0,0,542,0,0,0,0,0,0,0,5,1,train
CUST00632,2025-09-30,Tier 2,35-44,Referral,Gold,Baby Care,Yes,61,1,1078.63,0.0,0.45,4.0,1,0,0,0,167,11,53,1,3,1,2,1,0,1,train
CUST00633,2025-09-30,Tier 3,18-24,Organic,None,Makeup,Yes,33,1,1619.36,0.0,0.17,5.0,1,0,0,0,56,4,14,1,0,0,4,1,0,0,train
CUST00634,2025-09-30,Tier 2,25-34,Google Search,None,Skin Care,No,118,2,727.14,0.0,0.23,5.0,1,0,0,0,456,1,5,0,0,0,0,0,32,1,train
CUST00635,2025-09-30,Tier 3,25-34,Marketplace,Gold,Wellness,Yes,134,1,1016.46,0.0,0.35,5.0,1,0,0,0,515,1,3,0,0,0,2,1,13,1,test
CUST00636,2025-09-30,Tier 1,25-34,Google Search,Silver,Skin Care,No,72,2,2158.95,0.0,0.195,4.0,2,0,0,0,137,1,4,0,0,0,0,0,24,0,train
CUST00637,2025-09-30,Tier 3,25-34,Marketplace,Silver,Makeup,Yes,60,1,928.75,0.0,0.56,4.0,1,0,0,0,597,1,6,0,0,0,1,0,15,0,train
CUST00638,2025-09-30,Tier 2,45+,Instagram,None,Wellness,Yes,173,1,300.91,0.0,0.33,4.0,1,0,0,0,557,0,0,0,0,0,1,0,44,1,train
CUST00639,2025-09-30,Tier 2,25-34,Google Search,None,Makeup,Yes,369,0,0,0,0,3.5,0,0,0,0,592,1,3,0,0,0,1,0,58,1,validation
CUST00640,2025-09-30,Tier 1,18-24,Google Search,None,Fragrance,Yes,130,1,641.86,0.0,0.28,3.0,1,0,0,0,165,0,0,0,0,0,4,1,25,1,train
CUST00641,2025-09-30,Tier 3,25-34,Organic,None,Skin Care,Yes,35,3,1518.18,0.0,0.303,4.33,3,0,0,0,367,5,16,2,1,1,3,1,0,0,train
CUST00642,2025-09-30,Tier 1,18-24,Referral,Silver,Fragrance,Yes,18,3,1654.45,0.0,0.407,5.0,2,0,0,0,234,4,12,2,0,0,1,0,12,0,train
CUST00643,2025-09-30,Tier 3,35-44,Marketplace,Silver,Skin Care,Yes,155,1,1091.34,0.0,0.26,1.0,1,0,0,0,269,14,74,4,3,2,2,1,33,1,test
CUST00644,2025-09-30,Tier 2,18-24,Marketplace,None,Baby Care,Yes,78,2,715.36,0.0,0.285,4.0,2,0,0,0,611,0,0,0,0,0,7,3,25,1,test
CUST00645,2025-09-30,Tier 3,18-24,Marketplace,None,Hair Care,No,252,0,0,0,0,3.5,0,0,0,0,616,0,0,0,0,0,0,0,47,1,test
CUST00646,2025-09-30,Tier 1,18-24,Marketplace,Silver,Wellness,No,117,1,624.08,0.0,0.07,5.0,1,0,0,0,237,5,28,0,0,0,0,0,20,0,train
CUST00647,2025-09-30,Tier 2,25-34,Marketplace,Gold,Wellness,Yes,64,1,507.52,0.0,0.13,2.0,1,1,0.0,1.0,139,2,8,1,0,1,2,0,9,1,test
CUST00648,2025-09-30,Tier 3,18-24,Google Search,None,Hair Care,Yes,31,1,1298.17,0.0,0.13,5.0,1,0,0,0,72,3,11,1,0,1,6,3,16,0,train
CUST00649,2025-09-30,Tier 2,25-34,Referral,Silver,Makeup,No,124,1,364.41,0.0,0.34,4.0,1,0,0,0,442,5,28,3,0,2,0,0,16,1,train
CUST00650,2025-09-30,Tier 3,45+,Marketplace,Silver,Makeup,Yes,59,2,2193.25,0.0,0.345,3.0,2,0,0,0,239,6,33,2,1,0,0,0,5,1,validation
CUST00651,2025-09-30,Tier 1,18-24,Referral,Silver,Wellness,Yes,34,2,2189.98,0.0,0.395,3.5,2,0,0,0,506,6,16,1,1,0,6,2,5,0,train
CUST00652,2025-09-30,Tier 1,25-34,Organic,Gold,Skin Care,Yes,75,2,2138.43,0.0,0.505,5.0,2,0,0,0,371,13,71,2,3,1,4,2,13,0,validation
CUST00653,2025-09-30,Tier 1,25-34,Google Search,None,Fragrance,No,32,2,2037.83,0.0,0.235,4.5,2,0,0,0,140,19,86,2,4,0,0,0,11,0,train
CUST00654,2025-09-30,Tier 3,35-44,Referral,None,Fragrance,No,8,4,4671.99,0.5,0.11,3.5,4,2,1.0,31.05,532,8,21,3,1,2,0,0,0,0,train
CUST00655,2025-09-30,Tier 1,35-44,Instagram,Silver,Fragrance,Yes,79,1,631.53,0.0,0.11,4.0,1,0,0,0,534,0,0,0,0,0,0,0,15,0,train
CUST00656,2025-09-30,Tier 1,18-24,Organic,None,Skin Care,No,67,2,1360.96,0.0,0.24,2.5,2,0,0,0,537,16,41,3,1,2,0,0,6,0,train
CUST00657,2025-09-30,Tier 1,25-34,Google Search,Silver,Hair Care,Yes,63,2,674.97,0.5,0.38,2.5,2,1,1.0,28.5,345,5,26,2,0,1,3,1,8,1,test
CUST00658,2025-09-30,Tier 1,35-44,Google Search,None,Fragrance,Yes,219,0,0,0,0,3.5,0,0,0,0,497,3,9,1,0,1,5,1,29,1,train
CUST00659,2025-09-30,Tier 1,45+,Google Search,Platinum,Skin Care,Yes,16,1,883.27,0.0,0.37,5.0,1,0,0,0,109,21,105,5,6,4,11,4,0,0,validation
CUST00660,2025-09-30,Tier 2,18-24,Marketplace,Silver,Hair Care,Yes,43,1,573.43,0.0,0.16,5.0,1,0,0,0,50,7,29,2,2,0,5,2,8,0,test
CUST00661,2025-09-30,Tier 1,45+,Google Search,None,Wellness,Yes,180,1,415.44,0.0,0.44,5.0,1,0,0,0,317,1,5,0,0,0,0,0,33,1,train
CUST00662,2025-09-30,Tier 3,35-44,Organic,None,Skin Care,Yes,124,1,852.96,0.0,0.27,4.0,1,0,0,0,186,2,10,1,0,0,0,0,28,1,train
CUST00663,2025-09-30,Tier 2,25-34,Instagram,None,Hair Care,No,64,3,1861.9,0.0,0.4,4.33,2,0,0,0,509,14,35,2,2,1,0,0,26,1,train
CUST00664,2025-09-30,Tier 3,25-34,Google Search,None,Hair Care,Yes,20,1,237.27,0.0,0.34,4.0,1,1,0.0,16.2,32,1,3,0,0,0,0,0,0,0,train
CUST00665,2025-09-30,Tier 3,35-44,Referral,None,Skin Care,No,35,3,1936.8,0.333,0.237,4.33,2,1,1.0,38.0,590,3,9,1,0,0,0,0,3,0,train
CUST00666,2025-09-30,Tier 1,35-44,Google Search,Silver,Fragrance,Yes,3,1,540.99,0.0,0.32,5.0,1,1,0.0,10.1,92,1,6,1,0,0,3,1,10,0,train
CUST00667,2025-09-30,Tier 1,25-34,Organic,None,Skin Care,No,25,2,1406.34,0.5,0.22,4.5,2,0,0,0,303,7,21,4,2,1,0,0,9,0,test
CUST00668,2025-09-30,Tier 1,18-24,Marketplace,None,Baby Care,No,42,2,952.41,0.0,0.16,4.5,2,0,0,0,151,3,12,2,0,1,0,0,10,1,train
CUST00669,2025-09-30,Tier 1,35-44,Instagram,None,Hair Care,Yes,57,3,2774.76,0.0,0.243,3.0,3,0,0,0,137,1,6,0,0,0,0,0,0,0,train
CUST00670,2025-09-30,Tier 1,25-34,Instagram,None,Wellness,Yes,242,0,0,0,0,3.5,0,0,0,0,421,0,0,0,0,0,2,1,52,1,train
CUST00671,2025-09-30,Tier 1,25-34,Google Search,None,Skin Care,No,2,3,2568.33,0.0,0.34,4.0,2,0,0,0,597,13,53,4,2,2,0,0,7,0,train
CUST00672,2025-09-30,Tier 1,35-44,Organic,None,Skin Care,Yes,141,1,434.37,0.0,0.47,4.0,1,0,0,0,326,10,38,4,2,2,7,3,18,1,train
CUST00673,2025-09-30,Tier 3,45+,Referral,Silver,Baby Care,Yes,118,1,1297.2,0.0,0.36,2.0,1,0,0,0,175,1,3,0,0,0,2,1,28,1,train
CUST00674,2025-09-30,Tier 2,18-24,Marketplace,None,Wellness,Yes,56,5,2521.51,0.0,0.28,3.8,4,0,0,0,305,14,61,4,3,1,4,0,12,1,train
CUST00675,2025-09-30,Tier 2,35-44,Referral,Silver,Makeup,Yes,130,2,4218.15,0.0,0.235,3.5,1,0,0,0,548,8,47,1,0,1,4,1,35,0,train
CUST00676,2025-09-30,Tier 1,25-34,Referral,None,Hair Care,Yes,6,1,714.17,0.0,0.4,1.0,1,1,0.0,21.1,84,9,27,3,2,1,5,2,0,0,test
CUST00677,2025-09-30,Tier 2,25-34,Organic,None,Fragrance,Yes,6,1,291.61,0.0,0.36,2.0,1,0,0,0,428,1,4,0,0,0,0,0,13,0,train
CUST00678,2025-09-30,Tier 1,25-34,Organic,None,Skin Care,No,196,0,0,0,0,3.5,0,0,0,0,290,1,5,0,0,0,0,0,26,1,train
CUST00679,2025-09-30,Tier 3,18-24,Marketplace,None,Wellness,Yes,83,3,2474.75,0.0,0.337,3.33,3,0,0,0,547,3,17,1,0,0,9,3,18,0,train
CUST00680,2025-09-30,Tier 1,35-44,Influencer,Gold,Skin Care,No,215,0,0,0,0,3.5,0,0,0,0,216,1,5,1,0,1,0,0,41,1,train
CUST00681,2025-09-30,Tier 1,45+,Google Search,None,Skin Care,Yes,211,0,0,0,0,3.5,0,0,0,0,244,1,5,0,0,0,1,0,35,1,train
CUST00682,2025-09-30,Tier 1,35-44,Referral,Silver,Hair Care,Yes,19,1,1238.23,0.0,0.17,3.0,1,1,0.0,22.7,38,6,28,1,1,0,5,1,7,0,train
CUST00683,2025-09-30,Tier 3,25-34,Organic,None,Hair Care,Yes,0,3,3422.7,0.0,0.25,4.0,2,1,0.0,14.4,493,7,38,3,1,2,5,1,0,0,validation
CUST00684,2025-09-30,Tier 1,25-34,Instagram,Gold,Skin Care,No,140,1,547.13,0.0,0.34,4.0,1,0,0,0,342,2,10,1,0,0,0,0,2,1,validation
CUST00685,2025-09-30,Tier 1,35-44,Instagram,None,Skin Care,Yes,2,1,1158.09,0.0,0.44,5.0,1,0,0,0,39,3,13,2,1,1,3,1,0,0,train
CUST00686,2025-09-30,Tier 1,35-44,Referral,Silver,Fragrance,Yes,127,1,318.48,0.0,0.31,5.0,1,0,0,0,352,21,73,10,1,3,7,1,20,1,train
CUST00687,2025-09-30,Tier 2,25-34,Marketplace,None,Makeup,No,117,3,2804.77,0.0,0.31,4.0,3,0,0,0,309,1,4,0,0,0,0,0,34,1,train
CUST00688,2025-09-30,Tier 3,25-34,Marketplace,Silver,Baby Care,Yes,13,4,2214.44,0.25,0.265,3.0,4,1,1.0,57.5,461,1,4,0,0,0,0,0,0,0,train
CUST00689,2025-09-30,Tier 1,35-44,Organic,Gold,Hair Care,No,70,4,4514.31,0.0,0.1,3.75,4,0,0,0,183,13,68,6,4,4,0,0,19,0,train
CUST00690,2025-09-30,Tier 2,45+,Instagram,None,Skin Care,Yes,4,3,3098.92,0.0,0.303,4.0,2,0,0,0,259,11,48,6,2,1,10,3,10,0,validation
CUST00691,2025-09-30,Tier 2,25-34,Google Search,None,Wellness,Yes,61,2,1222.65,0.0,0.52,2.5,1,0,0,0,412,14,38,7,4,4,6,3,18,0,train
CUST00692,2025-09-30,Tier 2,35-44,Referral,None,Baby Care,Yes,58,1,269.14,0.0,0.48,5.0,1,0,0,0,525,0,0,0,0,0,4,1,16,1,train
CUST00693,2025-09-30,Tier 3,18-24,Organic,Gold,Makeup,Yes,147,1,804.56,0.0,0.27,4.0,1,0,0,0,572,0,0,0,0,0,3,0,5,1,train
CUST00694,2025-09-30,Tier 2,25-34,Organic,None,Hair Care,No,74,1,345.14,0.0,0.23,3.0,1,0,0,0,93,14,50,3,1,2,0,0,12,1,train
CUST00695,2025-09-30,Tier 2,25-34,Referral,None,Makeup,Yes,198,0,0,0,0,3.5,0,0,0,0,222,4,21,1,1,1,4,0,48,1,train
CUST00696,2025-09-30,Tier 1,25-34,Organic,Silver,Wellness,No,40,2,796.15,0.0,0.315,4.0,2,0,0,0,633,1,4,0,0,0,0,0,8,0,train
CUST00697,2025-09-30,Tier 1,25-34,Marketplace,None,Hair Care,Yes,247,0,0,0,0,3.5,0,0,0,0,470,1,3,0,0,0,0,0,47,0,train
CUST00698,2025-09-30,Tier 3,25-34,Organic,Gold,Hair Care,No,14,3,2572.72,0.333,0.27,4.0,2,2,1.0,28.0,528,11,33,4,1,2,0,0,16,0,train
CUST00699,2025-09-30,Tier 1,25-34,Instagram,None,Hair Care,Yes,47,4,2191.51,0.0,0.383,3.75,4,0,0,0,181,15,49,1,1,0,3,0,20,0,train
CUST00700,2025-09-30,Tier 2,25-34,Instagram,None,Skin Care,Yes,49,1,345.91,0.0,0.22,5.0,1,0,0,0,330,1,4,0,0,0,0,0,22,0,train
CUST00701,2025-09-30,Tier 2,25-34,Referral,Silver,Skin Care,No,122,1,892.63,0.0,0.0,2.0,1,0,0,0,628,10,25,3,1,1,0,0,26,1,train
CUST00702,2025-09-30,Tier 1,18-24,Marketplace,Silver,Fragrance,Yes,77,1,357.55,0.0,0.11,5.0,1,1,1.0,34.8,441,2,8,0,1,0,0,0,16,1,train
CUST00703,2025-09-30,Tier 1,18-24,Instagram,None,Baby Care,No,104,1,360.06,0.0,0.31,3.0,1,0,0,0,183,3,8,2,0,0,0,0,27,1,validation
CUST00704,2025-09-30,Tier 1,18-24,Google Search,None,Skin Care,Yes,22,2,1084.34,0.0,0.345,3.5,2,0,0,0,489,12,31,4,0,3,1,0,0,1,train
CUST00705,2025-09-30,Tier 2,35-44,Instagram,None,Wellness,Yes,12,1,872.61,1.0,0.0,5.0,1,1,1.0,8.2,66,1,3,0,0,0,3,0,5,1,train
CUST00706,2025-09-30,Tier 3,35-44,Referral,None,Skin Care,Yes,2,1,439.07,0.0,0.33,5.0,1,0,0,0,24,2,7,1,0,0,1,0,0,0,test
CUST00707,2025-09-30,Tier 2,45+,Marketplace,None,Skin Care,No,189,0,0,0,0,3.5,0,0,0,0,414,10,53,4,2,3,0,0,19,0,validation
CUST00708,2025-09-30,Tier 3,25-34,Instagram,None,Hair Care,Yes,45,4,2683.09,0.0,0.305,4.25,3,1,1.0,49.7,428,5,20,0,1,0,4,0,5,0,validation
CUST00709,2025-09-30,Tier 1,18-24,Instagram,None,Fragrance,Yes,129,1,1966.47,0.0,0.13,3.0,1,0,0,0,270,0,0,0,0,0,4,0,17,1,test
CUST00710,2025-09-30,Tier 3,35-44,Instagram,Silver,Hair Care,Yes,16,4,2426.17,0.0,0.275,3.75,4,0,0,0,458,8,25,2,2,1,1,0,0,0,validation
CUST00711,2025-09-30,Tier 3,35-44,Influencer,Platinum,Fragrance,Yes,19,5,4117.05,0.0,0.416,4.6,2,1,1.0,27.4,257,10,50,4,1,2,4,2,13,0,train
CUST00712,2025-09-30,Tier 2,25-34,Google Search,None,Baby Care,No,4,1,676.24,0.0,0.2,2.0,1,0,0,0,442,2,12,1,1,1,0,0,0,0,train
CUST00713,2025-09-30,Tier 1,25-34,Organic,Gold,Fragrance,No,3,4,3625.93,0.25,0.31,2.25,3,2,0.5,2.5,486,10,45,1,3,1,0,0,0,0,train
CUST00714,2025-09-30,Tier 1,18-24,Organic,Silver,Hair Care,Yes,40,3,1036.94,0.333,0.497,3.67,2,1,1.0,20.6,572,2,5,1,0,0,2,1,0,0,train
CUST00715,2025-09-30,Tier 2,25-34,Marketplace,Silver,Baby Care,Yes,25,3,954.63,0.0,0.517,3.67,3,0,0,0,132,4,24,1,0,0,1,0,14,0,train
CUST00716,2025-09-30,Tier 1,25-34,Instagram,Gold,Skin Care,Yes,6,3,1449.24,0.0,0.29,4.67,3,1,1.0,28.1,325,14,44,2,4,1,8,2,0,0,test
CUST00717,2025-09-30,Tier 2,18-24,Google Search,None,Hair Care,No,0,1,884.85,0.0,0.31,5.0,1,0,0,0,41,6,18,3,1,1,0,0,7,0,train
CUST00718,2025-09-30,Tier 1,25-34,Influencer,None,Hair Care,Yes,117,1,348.64,0.0,0.2,3.0,1,0,0,0,399,2,5,1,0,1,4,1,35,1,validation
CUST00719,2025-09-30,Tier 2,25-34,Google Search,Silver,Skin Care,No,168,1,461.68,0.0,0.41,5.0,1,0,0,0,565,2,5,1,0,1,0,0,38,0,train
CUST00720,2025-09-30,Tier 2,45+,Marketplace,Gold,Skin Care,Yes,291,0,0,0,0,3.5,0,0,0,0,497,1,5,0,0,0,3,1,53,1,train
CUST00721,2025-09-30,Tier 1,35-44,Marketplace,Platinum,Wellness,Yes,14,1,1856.99,0.0,0.1,3.0,1,0,0,0,45,8,24,1,2,1,4,1,0,0,train
CUST00722,2025-09-30,Tier 2,35-44,Marketplace,None,Makeup,No,30,1,256.54,1.0,0.6,4.0,1,1,1.0,29.4,37,1,3,0,0,0,0,0,0,1,validation
CUST00723,2025-09-30,Tier 2,25-34,Google Search,None,Skin Care,Yes,69,1,546.81,0.0,0.1,3.0,1,0,0,0,189,7,31,1,1,1,2,1,21,1,train
CUST00724,2025-09-30,Tier 2,25-34,Organic,Silver,Skin Care,Yes,8,2,1014.94,0.0,0.12,5.0,2,0,0,0,209,8,41,3,0,1,5,2,0,0,test
CUST00725,2025-09-30,Tier 3,25-34,Influencer,None,Hair Care,Yes,141,2,950.51,0.0,0.39,3.0,2,0,0,0,300,0,0,0,0,0,0,0,37,1,test
CUST00726,2025-09-30,Tier 3,25-34,Marketplace,None,Skin Care,Yes,98,4,4849.51,0.25,0.34,4.5,4,0,0,0,527,10,55,4,3,3,5,0,19,0,train
CUST00727,2025-09-30,Tier 3,18-24,Google Search,None,Skin Care,Yes,8,4,2696.01,0.25,0.343,4.0,2,0,0,0,447,10,40,3,1,1,6,2,7,1,validation
CUST00728,2025-09-30,Tier 3,25-34,Instagram,None,Makeup,No,66,1,396.38,1.0,0.22,5.0,1,1,1.0,35.7,218,6,19,1,1,0,0,0,17,1,train
CUST00729,2025-09-30,Tier 2,35-44,Instagram,None,Hair Care,Yes,140,1,1324.83,0.0,0.38,3.0,1,0,0,0,196,1,5,0,0,0,5,1,42,1,train
CUST00730,2025-09-30,Tier 3,25-34,Marketplace,None,Hair Care,No,232,0,0,0,0,3.5,0,0,0,0,492,3,13,1,1,0,0,0,43,0,train
CUST00731,2025-09-30,Tier 3,25-34,Google Search,Gold,Makeup,Yes,136,1,433.67,0.0,0.42,5.0,1,0,0,0,344,2,6,1,1,1,2,1,18,1,test
CUST00732,2025-09-30,Tier 3,25-34,Instagram,None,Hair Care,Yes,6,1,402.61,0.0,0.13,5.0,1,1,1.0,35.1,196,6,34,2,1,1,2,1,4,0,train
CUST00733,2025-09-30,Tier 1,35-44,Marketplace,Gold,Wellness,No,66,1,376.53,0.0,0.31,4.0,1,0,0,0,340,5,18,1,0,0,0,0,8,0,train
CUST00734,2025-09-30,Tier 2,25-34,Google Search,None,Skin Care,Yes,89,2,2020.81,0.0,0.38,4.5,2,0,0,0,531,6,19,3,0,2,4,0,30,0,test
CUST00735,2025-09-30,Tier 1,25-34,Instagram,None,Skin Care,No,12,2,1244.28,0.0,0.42,3.0,1,0,0,0,248,1,5,0,0,0,0,0,0,0,test
CUST00736,2025-09-30,Tier 2,18-24,Marketplace,None,Hair Care,No,66,3,1727.68,0.0,0.353,4.33,3,0,0,0,569,3,9,0,1,0,0,0,15,1,validation
