order_id,customer_id,order_date,category,quantity,gross_amount,discount_pct,delivery_days,returned,rating
ORD002069,CUST00611,2024-06-26,Hair Care,2,840.3,0.25,8,0,2
ORD002070,CUST00611,2024-10-28,Hair Care,1,435.56,0.29,5,0,5
ORD002068,CUST00611,2024-11-14,Makeup,2,1251.2,0.18,9,0,4
ORD002067,CUST00611,2025-02-07,Skin Care,2,945.6,0.31,2,1,4
ORD002071,CUST00612,2025-05-10,Baby Care,1,253.95,0.43,5,0,2
ORD002072,CUST00612,2025-08-13,Wellness,4,1867.03,0.27,5,0,1
ORD002075,CUST00613,2024-09-29,Skin Care,3,1482.34,0.35,5,0,5
ORD002076,CUST00613,2025-03-14,Wellness,1,443.92,0.38,5,0,3
ORD002073,CUST00613,2025-04-28,Skin Care,3,1108.6,0.46,3,0,5
ORD002077,CUST00613,2025-05-25,Hair Care,1,316.12,0.39,5,0,5
ORD002078,CUST00613,2025-08-28,Makeup,3,873.35,0.61,5,0,5
ORD002074,CUST00613,2025-09-26,Fragrance,1,671.24,0.28,7,0,5
ORD008616,CUST00613,2025-10-05,Wellness,1,518.53,0.22,4,1,3
ORD008617,CUST00613,2025-11-19,Wellness,1,618.74,0.12,4,0,5
ORD002079,CUST00614,2025-03-18,Baby Care,1,267.96,0.33,3,0,5
ORD002080,CUST00615,2025-08-27,Skin Care,1,446.03,0.17,6,1,5
ORD002082,CUST00616,2025-01-15,Baby Care,1,352.31,0.29,4,0,2
ORD002081,CUST00616,2025-02-28,Hair Care,2,721.97,0.35,4,0,2
ORD002085,CUST00616,2025-03-13,Hair Care,1,414.11,0.41,6,0,3
ORD002083,CUST00616,2025-08-14,Hair Care,1,510.64,0.18,3,0,5
ORD002084,CUST00616,2025-08-25,Wellness,1,629.27,0.15,7,0,3
ORD002088,CUST00617,2025-01-16,Baby Care,1,185.23,0.33,5,1,5
ORD002089,CUST00617,2025-01-22,Hair Care,1,243.58,0.59,8,0,5
ORD002087,CUST00617,2025-01-23,Skin Care,1,554.08,0.47,4,0,4
ORD002092,CUST00617,2025-03-03,Skin Care,1,356.49,0.4,8,0,5
ORD002094,CUST00617,2025-04-08,Baby Care,2,353.07,0.47,8,0,4
ORD002086,CUST00617,2025-04-19,Skin Care,1,387.17,0.36,2,0,5
ORD002093,CUST00617,2025-05-20,Baby Care,2,371.31,0.47,6,0,5
ORD002091,CUST00617,2025-06-04,Skin Care,2,778.79,0.31,3,0,5
ORD002095,CUST00617,2025-07-15,Fragrance,2,1385.6,0.26,3,0,4
ORD002090,CUST00617,2025-09-16,Skin Care,2,841.05,0.44,5,0,4
ORD008620,CUST00617,2025-10-19,Wellness,1,493.59,0.32,5,0,4
ORD008619,CUST00617,2025-10-27,Baby Care,1,499.14,0.38,6,0,4
ORD008618,CUST00617,2025-11-09,Fragrance,2,1469.64,0.28,5,0,5
ORD002096,CUST00618,2025-05-16,Hair Care,3,1237.82,0.16,3,0,4
ORD002097,CUST00618,2025-06-30,Baby Care,1,332.71,0.27,6,0,5
ORD008621,CUST00618,2025-10-19,Baby Care,1,432.57,0.13,5,0,5
ORD002100,CUST00619,2024-09-26,Baby Care,1,149,0.6,5,0,5
ORD002101,CUST00619,2024-12-14,Baby Care,2,801.71,0.24,5,0,2
ORD002099,CUST00619,2025-04-01,Skin Care,1,335.13,0.33,7,0,5
ORD002102,CUST00619,2025-09-10,Skin Care,1,514.82,0.23,4,0,4
ORD002098,CUST00619,2025-09-28,Skin Care,1,410.54,0.2,4,0,4
ORD008622,CUST00619,2025-11-29,Baby Care,1,361.71,0.26,3,0,5
ORD002103,CUST00620,2025-07-02,Skin Care,1,449.48,0.26,8,0,5
ORD008623,CUST00620,2025-10-18,Makeup,1,595.94,0.28,5,0,1
ORD002104,CUST00621,2025-06-30,Hair Care,1,348.53,0.29,6,0,3
ORD002107,CUST00622,2024-11-23,Baby Care,1,180.09,0.32,2,0,1
ORD002106,CUST00622,2024-12-26,Skin Care,1,460.56,0.42,3,0,2
ORD002105,CUST00622,2025-04-03,Makeup,2,1369.13,0.18,4,0,4
ORD002110,CUST00623,2025-04-04,Wellness,1,398.31,0.28,3,0,4
ORD002108,CUST00623,2025-04-14,Skin Care,1,515.1,0.25,4,1,5
ORD002111,CUST00623,2025-05-27,Hair Care,1,411.04,0.34,1,0,4
ORD002109,CUST00623,2025-06-14,Fragrance,1,621.26,0.42,6,0,5
ORD008624,CUST00623,2025-10-01,Hair Care,3,1344.52,0.15,3,0,5
ORD002112,CUST00624,2025-02-10,Hair Care,1,270.09,0.51,6,0,
ORD002116,CUST00625,2025-03-31,Baby Care,1,439.32,0.15,4,0,5
ORD002113,CUST00625,2025-05-29,Skin Care,2,950.79,0.43,5,0,4
ORD002114,CUST00625,2025-07-10,Wellness,1,273.65,0.54,4,0,5
ORD002115,CUST00625,2025-07-26,Wellness,1,491.82,0.19,5,0,3
ORD002117,CUST00626,2025-06-30,Makeup,1,619.28,0.2,5,0,
ORD002118,CUST00626,2025-09-21,Makeup,1,595.1,0.26,9,0,4
ORD008625,CUST00626,2025-10-03,Hair Care,2,1068.67,0.09,5,0,5
ORD002121,CUST00627,2024-11-14,Hair Care,1,358.92,0.3,5,0,2
ORD002120,CUST00627,2025-01-13,Fragrance,4,2003.24,0.49,3,0,4
ORD002119,CUST00627,2025-07-17,Makeup,1,403.11,0.28,5,0,5
ORD002123,CUST00628,2025-02-25,Makeup,1,456.98,0.32,2,0,4
ORD002124,CUST00628,2025-03-18,Skin Care,1,410.04,0.47,3,0,5
ORD002124_DUP,CUST00628,2025-03-18,Skin Care,1,410.04,0.47,3,0,5
ORD002122,CUST00628,2025-08-02,Baby Care,1,232.57,0.58,5,0,5
ORD008627,CUST00628,2025-10-03,Makeup,1,582.58,0.26,3,0,4
ORD008626,CUST00628,2025-10-25,Fragrance,2,1589.16,0.17,6,0,5
ORD002125,CUST00629,2025-08-17,Skin Care,1,442.4,0.42,2,0,5
ORD008628,CUST00629,2025-11-06,Makeup,2,921.88,0.44,3,0,2
ORD002128,CUST00630,2025-01-25,Skin Care,1,545.07,0.29,5,0,4
ORD002127,CUST00630,2025-05-20,Hair Care,1,413.14,0.26,3,0,4
ORD002126,CUST00630,2025-06-29,Makeup,3,1554.49,0.31,4,0,3
ORD008629,CUST00630,2025-10-07,Wellness,1,578.25,0.17,5,0,5
ORD002132,CUST00631,2024-04-10,Baby Care,1,481.48,0.19,10,0,2
ORD002137,CUST00631,2024-04-18,Skin Care,2,929.36,0.35,2,0,3
ORD002134,CUST00631,2024-05-20,Skin Care,2,731.06,0.51,4,0,5
ORD002129,CUST00631,2024-08-07,Makeup,2,922.91,0.43,6,1,4
ORD002131,CUST00631,2024-12-05,Skin Care,2,1187.49,0.12,6,0,3
ORD002130,CUST00631,2025-01-23,Hair Care,1,276.8,0.47,6,0,4
ORD002133,CUST00631,2025-03-25,Baby Care,1,308.93,0.34,6,0,4
ORD002138,CUST00631,2025-04-19,Makeup,1,341.21,0.52,2,0,4
ORD002136,CUST00631,2025-06-21,Makeup,1,421.35,0.52,3,0,5
ORD002135,CUST00631,2025-07-24,Hair Care,2,476.31,0.43,4,0,5
ORD002139,CUST00632,2025-07-31,Wellness,3,1078.63,0.45,3,0,4
ORD002140,CUST00633,2025-08-28,Wellness,3,1619.36,0.17,7,0,5
ORD008630,CUST00633,2025-10-25,Wellness,2,930.58,0.32,3,0,1
ORD002144,CUST00634,2024-10-21,Hair Care,1,426.77,0.17,5,0,4
ORD002143,CUST00634,2024-12-13,Makeup,1,557.85,0.25,6,1,5
ORD002141,CUST00634,2025-05-05,Hair Care,1,387.45,0.28,4,0,5
ORD002142,CUST00634,2025-06-04,Hair Care,1,339.69,0.18,8,0,5
ORD002145,CUST00635,2025-05-19,Hair Care,3,1016.46,0.35,4,0,5
ORD002146,CUST00636,2025-06-28,Skin Care,2,1045.48,0.28,4,0,4
ORD002147,CUST00636,2025-07-20,Baby Care,3,1113.47,0.11,2,0,4
ORD008631,CUST00636,2025-11-21,Fragrance,2,1727.22,0.17,3,0,2
ORD002148,CUST00637,2024-03-05,Wellness,2,773.69,0.38,3,0,2
ORD002151,CUST00637,2024-03-23,Fragrance,3,2379.76,0.24,5,0,5
ORD002149,CUST00637,2024-11-08,Wellness,1,449.54,0.26,3,0,5
ORD002150,CUST00637,2025-01-14,Fragrance,1,714.55,0.25,5,0,3
ORD002152,CUST00637,2025-08-01,Skin Care,3,928.75,0.56,5,0,4
ORD008632,CUST00637,2025-11-02,Skin Care,1,448.3,0.25,5,0,5
ORD008633,CUST00637,2025-11-03,Fragrance,1,733.81,0.27,3,0,5
ORD002154,CUST00638,2024-04-18,Makeup,1,746.22,0.12,4,0,2
ORD002158,CUST00638,2024-07-27,Skin Care,2,1047.23,0.28,1,0,5
ORD002153,CUST00638,2024-09-10,Hair Care,1,261.08,0.56,3,0,1
ORD002156,CUST00638,2024-12-25,Hair Care,1,175.17,0.49,4,0,4
ORD002157,CUST00638,2025-02-25,Hair Care,1,562.72,0.3,5,0,5
ORD002155,CUST00638,2025-04-10,Hair Care,1,300.91,0.33,6,0,4
ORD002160,CUST00639,2024-05-12,Makeup,2,1127.42,0.28,4,0,4
ORD002161,CUST00639,2024-05-23,Baby Care,1,384.88,0.14,5,0,5
ORD002159,CUST00639,2024-09-26,Skin Care,2,1240.89,0.1,3,0,4
ORD002162,CUST00640,2025-05-23,Fragrance,1,641.86,0.28,5,0,3
ORD002165,CUST00641,2025-01-17,Makeup,4,2186.41,0.28,3,0,4
ORD002163,CUST00641,2025-02-05,Hair Care,3,904.28,0.46,8,0,5
ORD002168,CUST00641,2025-03-14,Skin Care,2,872.51,0.32,6,0,4
ORD002167,CUST00641,2025-04-23,Wellness,1,519.73,0.18,6,0,4
ORD002166,CUST00641,2025-08-23,Skin Care,1,535.61,0.26,4,0,4
ORD002164,CUST00641,2025-08-26,Makeup,1,462.84,0.47,4,0,5
ORD008634,CUST00641,2025-10-09,Hair Care,1,541.84,0.17,4,0,3
ORD002169,CUST00642,2025-07-13,Makeup,1,565.25,0.29,2,0,5
ORD002170,CUST00642,2025-09-10,Fragrance,1,709.38,0.33,4,0,5
ORD002171,CUST00642,2025-09-12,Fragrance,1,379.82,0.6,3,0,5
ORD008635,CUST00642,2025-10-22,Fragrance,2,1509.97,0.24,4,1,4
ORD002172,CUST00643,2025-04-28,Skin Care,2,1091.34,0.26,4,0,1
ORD002178,CUST00644,2024-05-06,Hair Care,2,647.55,0.49,5,0,5
ORD002174,CUST00644,2024-09-26,Skin Care,1,561.16,0.26,6,0,5
ORD002173,CUST00644,2024-12-24,Fragrance,1,450.7,0.44,5,0,5
ORD002177,CUST00644,2025-01-06,Baby Care,3,837.52,0.36,6,0,3
ORD002179,CUST00644,2025-01-12,Baby Care,3,609.98,0.49,7,0,4
ORD002176,CUST00644,2025-07-06,Skin Care,1,280.35,0.37,4,0,5
ORD002175,CUST00644,2025-07-14,Baby Care,1,435.01,0.2,4,0,3
ORD002181,CUST00645,2024-06-03,Skin Care,3,1031.73,0.57,3,0,3
ORD002180,CUST00645,2025-01-10,Wellness,2,1233.2,0.17,9,0,4
ORD002182,CUST00645,2025-01-21,Wellness,2,465.66,0.59,4,0,5
ORD002187,CUST00646,2025-02-07,Skin Care,2,1060.93,0.28,1,1,5
ORD002184,CUST00646,2025-02-15,Makeup,1,847.79,0.1,3,0,1
ORD002185,CUST00646,2025-02-16,Hair Care,1,522.0,0.15,5,0,3
ORD002183,CUST00646,2025-03-09,Skin Care,3,1590.5,0.22,5,0,5
ORD002188,CUST00646,2025-03-31,Baby Care,3,1288.71,0.12,4,0,4
ORD002186,CUST00646,2025-06-05,Makeup,1,624.08,0.07,5,0,5
ORD008636,CUST00646,2025-10-10,Baby Care,1,269.31,0.26,5,0,4
ORD002189,CUST00647,2025-07-28,Hair Care,1,507.52,0.13,3,0,2
ORD002190,CUST00648,2025-08-30,Makeup,2,1298.17,0.13,3,0,5
ORD008639,CUST00648,2025-10-15,Baby Care,1,250.32,0.3,4,0,5
ORD008637,CUST00648,2025-11-11,Makeup,1,589.92,0.38,3,0,4
ORD008638,CUST00648,2025-11-29,Makeup,1,585.75,0.2,4,1,4
ORD002195,CUST00649,2024-10-20,Baby Care,1,243.88,0.37,7,0,5
ORD002192,CUST00649,2024-11-04,Skin Care,1,414.53,0.38,8,1,
ORD002193,CUST00649,2024-11-27,Hair Care,3,1317.09,0.18,3,0,3
ORD002191,CUST00649,2024-12-30,Skin Care,1,535.33,0.31,6,0,3
ORD002194,CUST00649,2025-03-07,Baby Care,1,306.38,0.1,2,0,4
ORD002196,CUST00649,2025-05-29,Baby Care,1,364.41,0.34,4,0,4
ORD002199,CUST00650,2025-02-20,Hair Care,1,428.76,0.4,5,0,2
ORD002198,CUST00650,2025-05-06,Hair Care,2,541.18,0.44,7,0,4
ORD002197,CUST00650,2025-08-02,Makeup,3,1652.07,0.25,6,0,2
ORD002205,CUST00651,2024-08-16,Skin Care,1,590.47,0.33,5,0,4
ORD002200,CUST00651,2024-11-11,Wellness,1,309.2,0.38,3,0,1
ORD002204,CUST00651,2024-12-07,Skin Care,2,983.0,0.23,3,0,3
ORD002203,CUST00651,2024-12-27,Hair Care,2,760.4,0.31,7,0,4
ORD002206,CUST00651,2025-04-01,Hair Care,1,272.72,0.48,5,0,4
ORD002202,CUST00651,2025-07-05,Fragrance,2,1244.61,0.34,5,0,3
ORD002201,CUST00651,2025-08-27,Skin Care,2,945.37,0.45,4,0,4
ORD008640,CUST00651,2025-10-05,Skin Care,1,299.06,0.51,5,0,5
ORD002207,CUST00652,2024-12-25,Skin Care,2,1466.87,0.06,5,0,5
ORD002209,CUST00652,2025-03-23,Wellness,2,885.99,0.3,7,0,5
ORD002208,CUST00652,2025-07-03,Fragrance,3,1779.03,0.41,4,0,5
ORD002210,CUST00652,2025-07-17,Skin Care,2,359.4,0.6,3,0,5
ORD008641,CUST00652,2025-11-09,Makeup,1,539.32,0.26,6,0,4
ORD002211,CUST00653,2025-08-08,Wellness,3,1513.44,0.17,4,0,4
ORD002212,CUST00653,2025-08-29,Skin Care,1,524.39,0.3,4,0,5
ORD008643,CUST00653,2025-10-24,Skin Care,1,718.53,0.08,3,0,5
ORD008642,CUST00653,2025-11-02,Baby Care,2,709.57,0.1,5,0,5
ORD008644,CUST00653,2025-11-22,Makeup,1,655.0,0.18,5,0,4
ORD002217,CUST00654,2024-11-05,Baby Care,1,281.85,0.4,7,0,5
ORD002218,CUST00654,2025-02-27,Baby Care,2,873.93,0.06,6,0,5
ORD002213,CUST00654,2025-04-08,Skin Care,2,1318.48,0.15,7,0,3
ORD002216,CUST00654,2025-05-31,Makeup,2,1584.43,0.02,6,0,4
ORD002215,CUST00654,2025-07-17,Baby Care,2,902.14,0.14,4,1,4
ORD002214,CUST00654,2025-09-22,Fragrance,1,866.94,0.13,7,1,3
ORD008645,CUST00654,2025-10-01,Fragrance,1,804.41,0.07,5,0,3
ORD008646,CUST00654,2025-11-16,Wellness,1,691.38,0.13,5,0,1
ORD002226,CUST00655,2024-05-06,Baby Care,1,263.23,0.31,3,0,3
ORD002225,CUST00655,2024-05-12,Skin Care,1,618.5,0.32,3,0,5
ORD002220,CUST00655,2024-06-22,Makeup,2,1258.96,0.25,5,0,4
ORD002224,CUST00655,2024-07-18,Wellness,2,790.9,0.37,4,0,5
ORD002223,CUST00655,2025-01-13,Baby Care,2,630.81,0.33,5,0,5
ORD002221,CUST00655,2025-02-26,Skin Care,1,595.39,0.2,3,0,3
ORD002222,CUST00655,2025-03-12,Skin Care,1,506.09,0.34,5,0,5
ORD002219,CUST00655,2025-07-13,Hair Care,1,631.53,0.11,1,0,4
ORD008647,CUST00655,2025-10-13,Hair Care,1,406.44,0.23,2,0,5
ORD008648,CUST00655,2025-11-21,Baby Care,1,337.42,0.33,3,0,3
ORD008649,CUST00655,2025-11-25,Fragrance,1,764.69,0.21,4,0,1
ORD002227,CUST00656,2024-07-30,Baby Care,2,632.63,0.22,2,0,1
ORD002229,CUST00656,2025-03-31,Skin Care,2,1213.78,0.22,3,0,5
ORD002230,CUST00656,2025-05-14,Baby Care,1,431.6,0.13,4,0,1
ORD002228,CUST00656,2025-07-25,Skin Care,2,929.36,0.35,1,0,4
ORD008650,CUST00656,2025-10-24,Wellness,2,880.84,0.34,3,0,3
ORD002233,CUST00657,2024-12-25,Hair Care,1,339.0,0.4,7,0,4
ORD002231,CUST00657,2025-03-10,Baby Care,1,273.52,0.14,3,0,3
ORD002232,CUST00657,2025-06-06,Hair Care,1,165.07,0.53,6,0,4
ORD002234,CUST00657,2025-07-29,Skin Care,1,509.9,0.23,6,1,1
ORD002235,CUST00658,2024-09-09,Fragrance,3,2142.74,0.27,5,0,3
ORD002236,CUST00658,2025-02-23,Baby Care,1,213.23,0.27,4,0,3
ORD002237,CUST00659,2025-09-14,Skin Care,2,883.27,0.37,3,0,5
ORD008651,CUST00659,2025-10-14,Baby Care,1,193.45,0.51,5,0,3
ORD008652,CUST00659,2025-11-08,Baby Care,1,503.91,0.17,3,0,5
ORD002238,CUST00660,2025-08-18,Hair Care,1,573.43,0.16,3,0,5
ORD008653,CUST00660,2025-11-14,Fragrance,1,692.25,0.19,4,0,2
ORD002239,CUST00661,2025-02-04,Baby Care,2,317.47,0.45,8,0,5
ORD002240,CUST00661,2025-02-27,Skin Care,1,373.05,0.26,4,0,4
ORD002241,CUST00661,2025-04-03,Wellness,1,415.44,0.44,5,0,5
ORD002242,CUST00662,2025-05-29,Wellness,2,852.96,0.27,7,0,4
ORD002250,CUST00663,2024-05-13,Hair Care,1,470.56,0.27,6,0,2
ORD002247,CUST00663,2024-06-10,Skin Care,1,666.88,0.2,1,0,4
ORD002245,CUST00663,2024-07-09,Skin Care,2,803.3,0.45,3,1,4
ORD002248,CUST00663,2025-02-21,Wellness,2,758.06,0.38,4,0,5
ORD002244,CUST00663,2025-03-09,Makeup,2,1140.08,0.2,5,0,3
ORD002249,CUST00663,2025-05-08,Hair Care,1,149,0.41,7,0,5
ORD002243,CUST00663,2025-06-05,Wellness,3,1358.81,0.35,7,0,3
ORD002246,CUST00663,2025-07-28,Hair Care,1,354.09,0.44,4,0,5
ORD002251,CUST00664,2025-09-10,Baby Care,1,237.27,0.34,9,0,4
ORD008654,CUST00664,2025-11-11,Baby Care,2,646.21,0.28,5,0,5
ORD002258,CUST00665,2024-03-05,Skin Care,2,931.64,0.18,6,0,4
ORD002254,CUST00665,2024-03-28,Hair Care,1,662.72,0.05,4,0,5
ORD002259,CUST00665,2024-06-14,Baby Care,2,765.09,0.28,5,0,3
ORD002260,CUST00665,2024-10-01,Skin Care,2,1279.07,0,8,0,4
ORD002256,CUST00665,2024-11-24,Baby Care,1,367.19,0.15,6,0,5
ORD002257,CUST00665,2025-01-13,Skin Care,1,537.78,0.24,5,0,4
ORD002253,CUST00665,2025-06-24,Hair Care,2,877.0,0.27,7,0,4
ORD002252,CUST00665,2025-08-25,Hair Care,1,543.37,0.12,3,0,5
ORD002255,CUST00665,2025-08-26,Skin Care,1,516.43,0.32,5,1,4
ORD008655,CUST00665,2025-10-25,Makeup,1,640.42,0.25,5,0,3
ORD002261,CUST00666,2025-09-27,Hair Care,1,540.99,0.32,8,0,5
ORD008656,CUST00666,2025-10-14,Wellness,2,1077.58,0.27,3,0,3
ORD002265,CUST00667,2025-02-15,Skin Care,4,2071.55,0.28,2,0,5
ORD002264,CUST00667,2025-02-19,Makeup,1,636.99,0.18,4,0,5
ORD002266,CUST00667,2025-02-21,Hair Care,3,921.38,0.42,1,0,5
ORD002262,CUST00667,2025-04-28,Makeup,1,723.79,0.12,5,1,4
ORD002263,CUST00667,2025-09-05,Fragrance,1,682.55,0.32,5,0,5
ORD008657,CUST00667,2025-11-17,Wellness,2,996.68,0.24,7,0,3
ORD002267,CUST00668,2025-05-08,Hair Care,1,548.1,0.12,3,0,5
ORD002268,CUST00668,2025-08-19,Baby Care,1,404.31,0.2,6,0,4
ORD002271,CUST00669,2025-06-28,Skin Care,1,519.67,0.21,5,0,5
ORD002269,CUST00669,2025-07-18,Hair Care,2,1020.06,0.03,6,0,2
ORD002270,CUST00669,2025-08-04,Makeup,3,1235.03,0.49,3,0,2
ORD008658,CUST00669,2025-11-03,Skin Care,1,621.16,0.17,3,0,5
ORD002273,CUST00670,2024-09-09,Baby Care,1,298.47,0.25,2,0,4
ORD002274,CUST00670,2024-11-18,Skin Care,4,1815.25,0.31,4,0,4
ORD002272,CUST00670,2024-12-13,Skin Care,3,1324.05,0.39,3,0,2
ORD002275,CUST00670,2025-01-31,Skin Care,1,318.92,0.43,6,0,5
ORD002283,CUST00671,2024-06-04,Hair Care,1,308.27,0.45,4,0,3
ORD002280,CUST00671,2024-07-22,Hair Care,1,502.64,0.12,2,0,3
ORD002279,CUST00671,2024-08-18,Wellness,1,506.54,0.32,5,0,5
ORD002282,CUST00671,2024-12-13,Skin Care,2,922.85,0.41,1,0,4
ORD002276,CUST00671,2025-01-20,Skin Care,1,645.3,0.34,5,0,5
ORD002278,CUST00671,2025-06-10,Skin Care,2,949.34,0.37,3,0,5
ORD002281,CUST00671,2025-07-27,Skin Care,1,692.53,0.09,2,0,3
ORD002277,CUST00671,2025-09-28,Fragrance,2,926.46,0.56,6,0,4
ORD008659,CUST00671,2025-11-07,Hair Care,2,785.37,0.33,5,0,4
ORD002284,CUST00672,2025-05-12,Skin Care,1,434.37,0.47,2,0,4
ORD002285,CUST00673,2025-06-04,Fragrance,2,1297.2,0.36,6,0,2
ORD002286,CUST00674,2024-12-16,Baby Care,2,756.5,0.18,3,0,5
ORD002287,CUST00674,2025-01-09,Hair Care,1,198.0,0.42,7,0,4
ORD002293,CUST00674,2025-03-06,Hair Care,2,702.66,0.31,5,0,4
ORD002288,CUST00674,2025-04-06,Hair Care,1,281.63,0.29,6,0,2
ORD002291,CUST00674,2025-04-24,Makeup,2,1202.2,0.28,2,0,4
ORD002290,CUST00674,2025-07-01,Baby Care,1,297.07,0.28,5,0,5
ORD002292,CUST00674,2025-07-31,Wellness,1,395.01,0.27,6,0,4
ORD002289,CUST00674,2025-08-05,Hair Care,1,345.6,0.28,2,0,4
ORD002298,CUST00675,2024-09-15,Baby Care,3,790.26,0.35,2,0,5
ORD002297,CUST00675,2024-11-01,Baby Care,1,264.52,0.29,6,0,4
ORD002294,CUST00675,2025-02-22,Hair Care,3,1205.58,0.23,5,0,5
ORD002295,CUST00675,2025-04-11,Skin Care,4,2119.32,0.24,3,0,2
ORD002296,CUST00675,2025-05-23,Skin Care,4,2098.83,0.23,5,0,5
ORD008661,CUST00675,2025-11-19,Fragrance,1,698.59,0.27,3,0,5
ORD008660,CUST00675,2025-11-27,Skin Care,1,426.08,0.23,5,0,5
ORD002299,CUST00676,2025-09-24,Hair Care,2,714.17,0.4,8,0,1
ORD008663,CUST00676,2025-10-05,Wellness,1,492.72,0.25,4,0,4
ORD008662,CUST00676,2025-11-02,Baby Care,1,399.74,0.23,5,0,4
ORD002300,CUST00677,2025-09-24,Hair Care,1,291.61,0.36,1,0,2
ORD008665,CUST00677,2025-10-27,Hair Care,3,1020.98,0.33,3,0,3
ORD008664,CUST00677,2025-11-09,Fragrance,1,561.85,0.4,4,1,2
ORD008666,CUST00677,2025-11-20,Fragrance,1,816.71,0.22,3,0,5
ORD002301,CUST00678,2024-12-15,Skin Care,2,804.92,0.29,5,0,3
ORD002302,CUST00678,2025-03-18,Skin Care,1,340.95,0.3,2,0,2
ORD002303,CUST00679,2024-05-20,Fragrance,1,690.69,0.27,1,0,4
ORD002310,CUST00679,2024-05-30,Hair Care,3,1268.78,0.31,2,0,5
ORD002305,CUST00679,2024-10-27,Skin Care,2,864.23,0.35,4,0,4
ORD002306,CUST00679,2025-01-12,Baby Care,2,613.68,0.28,3,0,3
ORD002309,CUST00679,2025-03-23,Skin Care,1,340.82,0.42,5,0,4
ORD002304,CUST00679,2025-04-20,Hair Care,1,349.68,0.36,5,0,5
ORD002308,CUST00679,2025-05-29,Skin Care,1,598.12,0.29,4,0,2
ORD002307,CUST00679,2025-07-09,Makeup,3,1526.95,0.36,5,0,3
ORD008667,CUST00679,2025-10-19,Wellness,1,493.23,0.22,6,0,5
ORD002311,CUST00680,2025-02-27,Skin Care,2,1087.83,0.29,2,0,5
ORD002312,CUST00681,2025-03-03,Skin Care,3,1372.4,0.41,6,1,3
ORD002313,CUST00682,2025-09-11,Skin Care,2,1238.23,0.17,4,0,3
ORD008668,CUST00682,2025-10-17,Skin Care,1,636.11,0.18,6,0,5
ORD002314,CUST00683,2025-04-07,Skin Care,2,1053.36,0.19,3,0,4
ORD002316,CUST00683,2025-05-17,Skin Care,3,1348.02,0.32,6,0,3
ORD002315,CUST00683,2025-09-30,Makeup,2,1021.32,0.24,4,0,5
ORD008669,CUST00683,2025-10-05,Fragrance,3,2072.28,0.33,5,0,3
ORD002319,CUST00684,2024-11-07,Skin Care,1,498.58,0.23,3,0,5
ORD002318,CUST00684,2025-01-01,Fragrance,1,809.19,0.25,4,0,3
ORD002320,CUST00684,2025-03-10,Skin Care,1,617.83,0.13,2,0,4
ORD002317,CUST00684,2025-05-13,Makeup,1,547.13,0.34,5,0,4
ORD002321,CUST00685,2025-09-28,Fragrance,2,1158.09,0.44,1,0,5
ORD008670,CUST00685,2025-11-27,Makeup,1,681.95,0.15,4,0,1
ORD002323,CUST00686,2025-01-10,Baby Care,1,324.99,0.34,5,0,4
ORD002324,CUST00686,2025-01-16,Fragrance,1,765.62,0.21,4,0,4
ORD002322,CUST00686,2025-05-26,Hair Care,1,318.48,0.31,7,0,5
ORD002325,CUST00687,2025-01-20,Makeup,1,713.22,0.11,5,0,3
ORD002328,CUST00687,2025-03-15,Wellness,1,611.25,0.14,1,0,5
ORD002329,CUST00687,2025-04-15,Baby Care,1,296.02,0.36,2,0,4
ORD002327,CUST00687,2025-04-26,Wellness,4,1962.12,0.23,6,0,5
ORD002326,CUST00687,2025-06-05,Skin Care,1,546.63,0.34,5,0,3
ORD002331,CUST00688,2024-08-14,Skin Care,3,1337.9,0.31,7,0,4
ORD002332,CUST00688,2025-04-06,Baby Care,1,159.9,0.35,5,0,2
ORD002333,CUST00688,2025-07-04,Skin Care,1,551.37,0.27,5,0,3
ORD002330,CUST00688,2025-09-06,Makeup,1,551.96,0.26,5,1,3
ORD002334,CUST00688,2025-09-17,Wellness,2,951.21,0.18,7,0,4
ORD008672,CUST00688,2025-11-16,Wellness,1,527.84,0.26,6,0,3
ORD008671,CUST00688,2025-11-29,Makeup,2,1026.95,0.35,5,0,4
ORD002336,CUST00689,2025-04-07,Makeup,1,871.58,0,4,0,2
ORD002335,CUST00689,2025-04-17,Baby Care,3,1088.82,0.17,4,0,3
ORD002337,CUST00689,2025-05-21,Fragrance,1,940.96,0,6,0,5
ORD002338,CUST00689,2025-07-22,Skin Care,3,1612.95,0.23,2,0,5
ORD008673,CUST00689,2025-11-20,Hair Care,1,456.53,0.2,4,0,4
ORD002341,CUST00690,2025-03-07,Skin Care,3,1250.57,0.43,3,0,3
ORD002343,CUST00690,2025-03-23,Makeup,2,1348.42,0.18,4,0,4
ORD002342,CUST00690,2025-04-21,Skin Care,3,1942.71,0.15,2,0,3
ORD002339,CUST00690,2025-06-07,Hair Care,1,279.3,0.38,4,0,4
ORD002340,CUST00690,2025-09-26,Skin Care,2,876.91,0.38,7,0,5
ORD008675,CUST00690,2025-10-27,Hair Care,3,1513.41,0.09,2,0,4
ORD008674,CUST00690,2025-10-31,Skin Care,1,544.22,0.3,4,0,5
ORD008676,CUST00690,2025-11-27,Fragrance,1,767.4,0.25,3,0,4
ORD002345,CUST00691,2024-11-20,Fragrance,2,1704.92,0.23,2,0,4
