customer_id,signup_date,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,skin_type,marketing_consent
CUST00316,2024-11-16,Tier 1,25-34,Google Search,Silver,Skin Care,Dry,Yes
CUST00317,2025-03-15,Tier 3,25-34,Google Search,None,Skin Care,Sensitive,No
CUST00318,2024-01-19,Tier 2,35-44,Google Search,Silver,Hair Care,Dry,Yes
CUST00319,2024-02-16,Tier 1,25-34,Marketplace,Silver,Hair Care,NA,No
CUST00320,2024-07-11,Tier 3,18-24,Organic,None,Skin Care,Dry,Yes
CUST00321,2024-02-08,Tier 2,25-34,Organic,Silver,Baby Care,Oily,Yes
CUST00322,2025-03-02,Tier 1,25-34,Google Search,Silver,Skin Care,NA,Yes
CUST00323,2024-10-03,Tier 2,25-34,Google Search,Gold,Hair Care,Normal,Yes
CUST00324,2024-07-23,Tier 3,35-44,Influencer,None,Hair Care,Dry,Yes
CUST00325,2024-12-04,Tier 1,25-34,Instagram,None,Baby Care,Combination,Yes
CUST00326,2024-04-13,Tier 2,45+,Referral,Platinum,Skin Care,Oily,Yes
CUST00327,2024-11-16,Tier 1,25-34,Organic,Gold,Skin Care,Dry,Yes
CUST00328,2024-10-01,Tier 1,35-44,Organic,None,Hair Care,Combination,Yes
CUST00329,2024-06-19,Tier 2,18-24,Instagram,Gold,Skin Care,Combination,No
CUST00330,2025-01-23,Tier 2,35-44,Organic,Gold,Makeup,Dry,Yes
CUST00331,2024-03-05,Tier 1,25-34,Marketplace,Silver,Makeup,Normal,No
CUST00332,2025-06-15,Tier 2,25-34,Instagram,Silver,Skin Care,Sensitive,Yes
CUST00333,2024-02-25,Tier 3,18-24,Referral,None,Hair Care,Dry,Yes
CUST00334,2024-02-21,Tier 2,25-34,Google Search,Silver,Skin Care,Combination,No
CUST00335,2024-05-01,Tier 2,45+,Instagram,None,Skin Care,Normal,Yes
CUST00336,2024-11-07,Tier 2,35-44,Marketplace,None,Hair Care,Oily,No
CUST00337,2025-09-06,Tier 2,25-34,Marketplace,None,Makeup,Dry,Yes
CUST00338,2025-07-14,Tier 2,25-34,Instagram,None,Skin Care,NA,No
CUST00339,2024-05-03,Tier 1,45+,Referral,Silver,Makeup,Oily,No
CUST00340,2024-05-06,Tier 2,35-44,Marketplace,Gold,Skin Care,Combination,Yes
CUST00341,2025-08-22,Tier 2,25-34,Influencer,None,Baby Care,NA,No
CUST00342,2024-11-25,Tier 1,25-34,Influencer,Gold,Makeup,Sensitive,Yes
CUST00343,2024-05-21,Tier 2,25-34,Marketplace,None,Makeup,Sensitive,Yes
CUST00344,2024-10-24,Tier 3,35-44,Instagram,Silver,Wellness,Dry,Yes
CUST00345,2024-12-26,Tier 2,25-34,Influencer,Silver,Makeup,Normal,Yes
CUST00346,2024-01-26,Tier 1,25-34,Instagram,None,Makeup,Sensitive,Yes
CUST00347,2024-07-27,Tier 1,35-44,Organic,None,Fragrance,NA,Yes
CUST00348,2025-06-07,Tier 3,35-44,Google Search,Silver,Wellness,Combination,Yes
CUST00349,2024-02-25,Tier 1,18-24,Marketplace,Silver,Fragrance,Dry,No
CUST00350,2025-07-13,Tier 1,35-44,Marketplace,None,Hair Care,NA,Yes
CUST00351,2024-02-11,Tier 2,25-34,Instagram,Silver,Skin Care,Sensitive,Yes
CUST00352,2025-09-03,Tier 3,18-24,Marketplace,Silver,Hair Care,Normal,Yes
CUST00353,2024-07-07,Tier 3,25-34,Instagram,None,Hair Care,Sensitive,Yes
CUST00354,2024-08-11,Tier 2,45+,Referral,None,Makeup,NA,Yes
CUST00355,2024-09-06,Tier 2,45+,Google Search,Gold,Wellness,Combination,Yes
CUST00356,2025-01-18,Tier 2,25-34,Referral,None,Baby Care,Sensitive,Yes
CUST00357,2025-07-04,Tier 2,25-34,Instagram,Silver,Skin Care,NA,Yes
CUST00358,2025-03-21,Tier 3,25-34,Marketplace,None,Hair Care,Sensitive,Yes
CUST00359,2024-03-13,Tier 1,25-34,Google Search,None,Baby Care,Combination,Yes
CUST00360,2024-03-05,Tier 2,35-44,Marketplace,None,Wellness,Oily,Yes
CUST00361,2025-03-24,Tier 3,25-34,Instagram,None,Skin Care,NA,Yes
CUST00362,2024-05-27,Tier 3,25-34,Influencer,Gold,Baby Care,Oily,Yes
CUST00363,2025-09-02,Tier 2,25-34,Instagram,None,Makeup,NA,Yes
CUST00364,2024-06-13,Tier 2,18-24,Google Search,None,Makeup,Normal,No
CUST00365,2025-04-17,Tier 1,25-34,Marketplace,None,Skin Care,Normal,Yes
CUST00366,2024-04-12,Tier 1,25-34,Instagram,None,Hair Care,NA,Yes
CUST00367,2024-11-19,Tier 1,45+,Google Search,Silver,Makeup,NA,Yes
CUST00368,2025-05-06,Tier 1,25-34,Google Search,None,Skin Care,Normal,Yes
CUST00369,2024-07-20,Tier 3,25-34,Instagram,None,Skin Care,Normal,Yes
CUST00370,2024-08-05,Tier 2,45+,Referral,Platinum,Hair Care,Dry,Yes
CUST00371,2024-10-24,Tier 2,18-24,Instagram,None,Skin Care,Dry,No
CUST00372,2025-06-10,Tier 1,18-24,Referral,None,Fragrance,Dry,No
CUST00373,2025-05-14,Tier 1,25-34,Instagram,Silver,Hair Care,Sensitive,Yes
CUST00374,2024-11-27,Tier 3,18-24,Marketplace,None,Makeup,Normal,Yes
CUST00375,2024-03-20,Tier 1,25-34,Influencer,None,Hair Care,Sensitive,Yes
CUST00376,2024-05-22,Tier 1,25-34,Referral,None,Skin Care,Dry,Yes
CUST00377,2024-12-04,Tier 2,35-44,Referral,None,Skin Care,Combination,Yes
CUST00378,2025-06-08,Tier 2,18-24,Instagram,None,Skin Care,Combination,Yes
CUST00379,2024-10-17,Tier 1,45+,Marketplace,None,Hair Care,Dry,No
CUST00380,2024-07-05,Tier 2,25-34,Instagram,Silver,Wellness,Normal,Yes
CUST00381,2024-07-26,Tier 3,25-34,Marketplace,Gold,Baby Care,Dry,Yes
CUST00382,2025-05-30,Tier 1,35-44,Marketplace,Gold,Baby Care,Oily,No
CUST00383,2025-01-14,Tier 2,35-44,Referral,Gold,Hair Care,Combination,Yes
CUST00384,2025-08-12,Tier 1,18-24,Referral,None,Fragrance,Sensitive,Yes
CUST00385,2024-01-08,Tier 1,25-34,Instagram,Silver,Makeup,Sensitive,Yes
CUST00386,2024-09-24,Tier 2,35-44,Google Search,None,Makeup,Dry,Yes
CUST00387,2025-07-22,Tier 3,25-34,Referral,Silver,Hair Care,Dry,No
CUST00388,2024-06-14,Tier 2,18-24,Organic,Silver,Baby Care,NA,Yes
CUST00389,2024-04-03,Tier 2,35-44,Marketplace,None,Skin Care,Sensitive,Yes
CUST00390,2025-06-17,Tier 3,25-34,Instagram,Silver,Skin Care,Combination,Yes
CUST00391,2024-10-19,Tier 3,18-24,Referral,Silver,Baby Care,NA,Yes
CUST00392,2024-10-09,Tier 1,35-44,Google Search,Silver,Hair Care,NA,Yes
CUST00393,2025-07-26,Tier 1,45+,Influencer,None,Baby Care,Dry,Yes
CUST00394,2025-06-02,Tier 1,18-24,Google Search,Gold,Fragrance,Sensitive,No
CUST00395,2025-01-21,Tier 2,25-34,Marketplace,Platinum,Hair Care,Combination,No
CUST00396,2025-01-26,Tier 3,25-34,Marketplace,None,Hair Care,Sensitive,Yes
CUST00397,2024-04-05,Tier 2,25-34,Google Search,None,Skin Care,Sensitive,Yes
CUST00398,2024-07-13,Tier 1,25-34,Marketplace,Gold,Skin Care,Dry,No
CUST00399,2024-05-02,Tier 2,45+,Marketplace,Silver,Makeup,Normal,No
CUST00400,2025-08-11,Tier 2,35-44,Influencer,Gold,Skin Care,Dry,No
CUST00401,2025-07-07,Tier 1,18-24,Organic,Silver,Hair Care,Oily,Yes
CUST00402,2024-08-03,Tier 1,25-34,Google Search,Gold,Skin Care,Sensitive,Yes
CUST00403,2025-05-25,Tier 1,25-34,Marketplace,None,Hair Care,Combination,Yes
CUST00404,2024-04-12,Tier 3,35-44,Referral,Gold,Skin Care,NA,Yes
CUST00405,2025-06-13,Tier 1,25-34,Referral,None,Fragrance,Oily,Yes
CUST00406,2025-05-02,Tier 1,35-44,Marketplace,None,Hair Care,Normal,No
CUST00407,2025-09-12,Tier 2,18-24,Marketplace,None,Makeup,Sensitive,Yes
CUST00408,2024-03-21,Tier 1,25-34,Marketplace,None,Skin Care,Sensitive,Yes
CUST00409,2024-03-22,Tier 1,18-24,Google Search,None,Skin Care,NA,Yes
CUST00410,2025-08-24,Tier 2,25-34,Instagram,Gold,Skin Care,Dry,Yes
CUST00411,2024-06-19,Tier 1,25-34,Influencer,None,Skin Care,Combination,Yes
CUST00412,2024-03-27,Tier 3,25-34,Google Search,None,Skin Care,NA,Yes
CUST00413,2024-12-31,Tier 1,35-44,Referral,Platinum,Baby Care,Sensitive,Yes
CUST00414,2025-08-28,Tier 2,25-34,Marketplace,None,Baby Care,NA,Yes
CUST00415,2024-04-01,Tier 1,25-34,Google Search,None,Skin Care,Dry,Yes
CUST00416,2025-05-03,Tier 2,25-34,Organic,Silver,Makeup,Normal,Yes
CUST00417,2024-06-16,Tier 2,35-44,Organic,None,Skin Care,NA,Yes
CUST00418,2024-10-05,Tier 2,25-34,Organic,None,Fragrance,Dry,Yes
CUST00419,2025-05-18,Tier 1,18-24,Instagram,None,Skin Care,Oily,Yes
CUST00420,2024-04-02,Tier 2,18-24,Google Search,None,Makeup,Sensitive,Yes
CUST00421,2024-05-29,Tier 2,18-24,Instagram,None,Skin Care,Sensitive,No
CUST00422,2024-09-11,Tier 3,25-34,Google Search,Platinum,Skin Care,NA,No
CUST00423,2024-11-15,Tier 1,45+,Marketplace,Silver,Baby Care,Oily,Yes
CUST00424,2024-08-11,Tier 1,45+,Referral,None,Makeup,Normal,Yes
CUST00425,2025-05-01,Tier 1,35-44,Organic,None,Hair Care,NA,Yes
CUST00426,2024-03-02,Tier 1,25-34,Referral,None,Hair Care,Sensitive,No
CUST00427,2025-03-25,Tier 1,35-44,Google Search,Silver,Skin Care,Oily,Yes
CUST00428,2024-07-13,Tier 2,25-34,Google Search,None,Fragrance,Normal,No
CUST00429,2024-10-29,Tier 2,35-44,Referral,Silver,Hair Care,NA,Yes
CUST00430,2024-09-01,Tier 1,25-34,Influencer,Silver,Skin Care,NA,Yes
CUST00431,2024-11-25,Tier 2,18-24,Instagram,Gold,Skin Care,Oily,Yes
CUST00432,2025-02-01,Tier 2,25-34,Marketplace,None,Hair Care,Normal,Yes
CUST00433,2024-03-22,Tier 2,25-34,Google Search,Silver,Fragrance,Sensitive,No
CUST00434,2024-03-13,Tier 1,35-44,Instagram,None,Skin Care,Dry,Yes
CUST00435,2024-07-02,Tier 2,25-34,Marketplace,Silver,Baby Care,NA,Yes
CUST00436,2024-07-03,Tier 2,25-34,Marketplace,None,Baby Care,Sensitive,No
CUST00437,2025-02-26,Tier 2,35-44,Marketplace,Silver,Baby Care,Dry,Yes
CUST00438,2025-04-08,Tier 1,25-34,Marketplace,Platinum,Baby Care,Normal,Yes
CUST00439,2024-08-07,Tier 1,35-44,Organic,Silver,Skin Care,Normal,Yes
CUST00440,2025-04-16,Tier 1,25-34,Google Search,Silver,Skin Care,Sensitive,Yes
CUST00441,2024-11-28,Tier 1,35-44,Organic,Silver,Baby Care,Oily,Yes
CUST00442,2024-03-21,Tier 3,35-44,Google Search,Gold,Hair Care,Oily,No
CUST00443,2024-01-12,Tier 2,25-34,Instagram,None,Hair Care,Normal,Yes
CUST00444,2025-02-06,Tier 2,45+,Referral,None,Hair Care,Combination,Yes
CUST00445,2025-07-15,Tier 1,25-34,Referral,Silver,Skin Care,Dry,Yes
CUST00446,2025-07-28,Tier 2,25-34,Google Search,None,Makeup,Sensitive,Yes
CUST00447,2025-01-09,Tier 1,25-34,Marketplace,None,Hair Care,Sensitive,Yes
CUST00448,2024-02-15,Tier 1,45+,Marketplace,None,Makeup,Oily,Yes
CUST00449,2024-10-21,Tier 2,18-24,Instagram,None,Skin Care,Dry,No
CUST00450,2025-07-15,Tier 2,25-34,Instagram,Silver,Skin Care,Normal,No
CUST00451,2024-07-24,Tier 2,35-44,Instagram,Silver,Skin Care,Combination,Yes
CUST00452,2024-04-20,Tier 3,18-24,Marketplace,None,Hair Care,NA,Yes
CUST00453,2024-07-09,Tier 3,18-24,Referral,Silver,Skin Care,Normal,Yes
CUST00454,2024-12-26,Tier 1,25-34,Influencer,Platinum,Skin Care,Oily,Yes
CUST00455,2024-01-31,Tier 3,45+,Instagram,None,Hair Care,Dry,Yes
CUST00456,2024-08-20,Tier 2,25-34,Referral,None,Baby Care,Combination,Yes
CUST00457,2024-07-26,Tier 1,35-44,Marketplace,None,Skin Care,Dry,Yes
CUST00458,2025-06-29,Tier 1,45+,Google Search,Gold,Makeup,Sensitive,No
CUST00459,2024-10-07,Tier 1,18-24,Instagram,None,Wellness,Normal,Yes
CUST00460,2024-01-27,Tier 2,25-34,Referral,None,Baby Care,NA,Yes
CUST00461,2024-06-16,Tier 1,18-24,Organic,None,Skin Care,Combination,Yes
CUST00462,2024-06-30,Tier 3,45+,Organic,None,Hair Care,Combination,No
CUST00463,2025-01-24,Tier 1,35-44,Influencer,None,Baby Care,NA,No
CUST00464,2024-02-13,Tier 1,35-44,Referral,Platinum,Skin Care,Combination,Yes
CUST00465,2025-02-11,Tier 2,35-44,Google Search,None,Skin Care,Oily,Yes
CUST00466,2024-04-02,Tier 1,35-44,Organic,Gold,Makeup,Dry,Yes
CUST00467,2024-07-25,Tier 1,35-44,Google Search,Silver,Makeup,Dry,Yes
CUST00468,2025-01-06,Tier 2,18-24,Marketplace,Platinum,Baby Care,Dry,Yes
CUST00469,2025-08-02,Tier 3,35-44,Instagram,None,Makeup,Oily,Yes
CUST00470,2024-07-04,Tier 1,18-24,Instagram,Silver,Skin Care,Combination,Yes
CUST00471,2025-05-20,Tier 2,25-34,Referral,None,Skin Care,Normal,Yes
CUST00472,2024-07-31,Tier 1,18-24,Marketplace,None,Fragrance,NA,Yes
CUST00473,2024-04-21,Tier 1,25-34,Marketplace,Silver,Makeup,Normal,Yes
CUST00474,2025-01-03,Tier 1,45+,Google Search,None,Hair Care,Oily,No
CUST00475,2024-05-04,Tier 1,35-44,Referral,None,Makeup,Normal,Yes
CUST00476,2024-03-30,Tier 2,25-34,Influencer,Platinum,Skin Care,Normal,No
CUST00477,2024-05-12,Tier 2,25-34,Marketplace,None,Fragrance,Normal,Yes
CUST00478,2025-04-21,Tier 1,25-34,Organic,Silver,Wellness,Combination,Yes
CUST00479,2024-07-25,Tier 1,35-44,Instagram,None,Baby Care,Oily,Yes
CUST00480,2024-01-30,Tier 1,35-44,Organic,Gold,Hair Care,Combination,No
CUST00481,2025-07-03,Tier 2,35-44,Organic,Gold,Skin Care,Normal,Yes
CUST00482,2024-08-01,Tier 1,25-34,Influencer,Silver,Skin Care,Dry,Yes
CUST00483,2024-06-18,Tier 1,25-34,Marketplace,Gold,Makeup,NA,No
CUST00484,2024-08-31,Tier 3,25-34,Google Search,None,Skin Care,Sensitive,No
CUST00485,2024-01-26,Tier 3,35-44,Instagram,None,Hair Care,Normal,Yes
CUST00486,2025-06-12,Tier 1,35-44,Marketplace,None,Makeup,Normal,Yes
CUST00487,2024-03-30,Tier 3,25-34,Instagram,Silver,Makeup,Oily,Yes
CUST00488,2024-07-16,Tier 2,25-34,Organic,Silver,Skin Care,Dry,Yes
CUST00489,2024-07-30,Tier 2,25-34,Google Search,Gold,Fragrance,Normal,Yes
CUST00490,2025-03-30,Tier 1,18-24,Influencer,None,Hair Care,Oily,Yes
CUST00491,2025-04-01,Tier 1,25-34,Organic,Silver,Makeup,Normal,Yes
CUST00492,2024-04-05,Tier 3,35-44,Referral,None,Makeup,NA,No
CUST00493,2024-09-21,Tier 1,45+,Marketplace,Silver,Makeup,Sensitive,Yes
CUST00494,2025-04-17,Tier 1,35-44,Google Search,None,Hair Care,Combination,No
CUST00495,2024-11-05,Tier 1,25-34,Google Search,Silver,Baby Care,Combination,Yes
CUST00496,2025-03-21,Tier 1,25-34,Marketplace,None,Makeup,NA,No
CUST00497,2025-04-19,Tier 1,25-34,Referral,None,Hair Care,Normal,Yes
CUST00498,2025-05-21,Tier 1,25-34,Instagram,None,Baby Care,NA,No
CUST00499,2024-10-25,Tier 2,25-34,Instagram,Silver,Hair Care,Normal,No
CUST00500,2024-12-18,Tier 2,45+,Marketplace,None,Fragrance,Sensitive,Yes
CUST00501,2025-07-27,Tier 1,35-44,Organic,Gold,Skin Care,NA,Yes
CUST00502,2025-03-21,Tier 2,25-34,Referral,None,Hair Care,Sensitive,No
CUST00503,2024-05-17,Tier 2,18-24,Instagram,Gold,Baby Care,Dry,Yes
CUST00504,2025-09-10,Tier 2,45+,Referral,None,Fragrance,Combination,Yes
CUST00505,2024-08-30,Tier 1,35-44,Influencer,None,Skin Care,Oily,Yes
CUST00506,2024-03-22,Tier 2,18-24,Influencer,Platinum,Makeup,Combination,Yes
CUST00507,2024-03-20,Tier 2,35-44,Referral,Silver,Wellness,Normal,No
CUST00508,2024-12-05,Tier 3,25-34,Organic,None,Skin Care,Normal,No
CUST00509,2025-04-29,Tier 2,25-34,Marketplace,None,Makeup,Oily,Yes
CUST00510,2024-10-11,Tier 2,25-34,Google Search,None,Makeup,Normal,Yes
CUST00511,2024-06-28,Tier 2,25-34,Referral,Silver,Fragrance,Sensitive,No
CUST00512,2025-05-22,Tier 1,35-44,Google Search,Silver,Makeup,Dry,Yes
CUST00513,2024-04-28,Tier 2,18-24,Referral,None,Wellness,Normal,Yes
CUST00514,2025-06-27,Tier 1,35-44,Influencer,None,Makeup,Normal,Yes
CUST00515,2025-03-18,Tier 2,25-34,Google Search,None,Fragrance,Sensitive,Yes
CUST00516,2025-08-25,Tier 2,35-44,Marketplace,Platinum,Hair Care,Oily,Yes
CUST00517,2024-04-16,Tier 1,35-44,Marketplace,None,Skin Care,Normal,Yes
CUST00518,2025-09-05,Tier 2,25-34,Instagram,Gold,Skin Care,NA,No
CUST00519,2024-04-23,Tier 1,35-44,Referral,Gold,Baby Care,Sensitive,No
CUST00520,2024-09-20,Tier 1,18-24,Organic,None,Hair Care,Oily,Yes
CUST00521,2024-07-24,Tier 1,25-34,Referral,None,Makeup,Dry,Yes
CUST00522,2024-02-05,Tier 2,18-24,Google Search,None,Fragrance,Dry,Yes
CUST00523,2024-06-04,Tier 3,35-44,Referral,None,Wellness,Combination,Yes
CUST00524,2024-03-12,Tier 1,25-34,Influencer,Silver,Hair Care,Normal,Yes
CUST00525,2024-02-26,Tier 3,25-34,Instagram,None,Wellness,Oily,No
CUST00526,2025-07-21,Tier 1,18-24,Instagram,Silver,Fragrance,NA,Yes
CUST00527,2024-07-13,Tier 1,18-24,Marketplace,Silver,Hair Care,Oily,No
CUST00528,2025-04-05,Tier 1,45+,Google Search,None,Makeup,Combination,Yes
CUST00529,2025-07-03,Tier 2,18-24,Influencer,None,Skin Care,NA,Yes
CUST00530,2024-05-13,Tier 2,18-24,Influencer,Gold,Skin Care,Normal,Yes
CUST00531,2025-05-24,Tier 2,25-34,Instagram,None,Hair Care,NA,Yes
CUST00532,2024-05-20,Tier 3,25-34,Instagram,None,Skin Care,Oily,Yes
CUST00533,2025-07-20,Tier 1,18-24,Marketplace,None,Makeup,NA,Yes
CUST00534,2024-01-07,Tier 3,18-24,Marketplace,Silver,Skin Care,NA,No
CUST00535,2024-10-04,Tier 1,25-34,Influencer,Silver,Skin Care,Dry,Yes
CUST00536,2024-11-04,Tier 1,25-34,Instagram,None,Baby Care,Oily,Yes
CUST00537,2025-04-20,Tier 2,35-44,Google Search,None,Makeup,NA,No
CUST00538,2024-02-14,Tier 1,18-24,Instagram,None,Baby Care,Combination,Yes
CUST00539,2024-01-30,Tier 1,25-34,Organic,Silver,Baby Care,Sensitive,Yes
CUST00540,2024-04-22,Tier 1,25-34,Marketplace,Gold,Hair Care,Dry,Yes
CUST00541,2024-08-09,Tier 2,45+,Google Search,None,Makeup,NA,Yes
CUST00542,2025-08-05,Tier 1,18-24,Organic,None,Skin Care,Sensitive,Yes
CUST00543,2024-06-23,Tier 2,25-34,Instagram,None,Baby Care,Dry,Yes
CUST00544,2024-09-09,Tier 2,25-34,Instagram,Gold,Wellness,Normal,No
CUST00545,2025-05-31,Tier 2,18-24,Referral,Silver,Fragrance,Combination,Yes
CUST00546,2025-02-20,Tier 1,45+,Google Search,Silver,Skin Care,Combination,Yes
CUST00547,2025-08-20,Tier 2,18-24,Organic,Gold,Hair Care,Sensitive,Yes
CUST00548,2025-01-29,Tier 1,35-44,Instagram,None,Skin Care,Normal,Yes
CUST00549,2024-12-09,Tier 1,35-44,Influencer,Silver,Fragrance,Oily,Yes
CUST00550,2025-07-26,Tier 2,35-44,Organic,None,Hair Care,Normal,Yes
CUST00551,2024-08-02,Tier 2,35-44,Google Search,Gold,Hair Care,Combination,Yes
CUST00552,2025-06-23,Tier 2,35-44,Referral,Gold,Fragrance,Combination,Yes
CUST00553,2024-03-08,Tier 3,18-24,Instagram,None,Skin Care,Oily,Yes
CUST00554,2024-07-28,Tier 2,25-34,Google Search,Platinum,Baby Care,Dry,Yes
CUST00555,2024-07-12,Tier 3,18-24,Instagram,Gold,Baby Care,Combination,Yes
CUST00556,2025-06-26,Tier 2,35-44,Google Search,None,Makeup,Dry,No
CUST00557,2024-02-18,Tier 1,18-24,Influencer,Silver,Skin Care,Normal,Yes
CUST00558,2024-06-06,Tier 1,18-24,Influencer,None,Hair Care,Sensitive,Yes
CUST00559,2024-12-18,Tier 2,18-24,Influencer,None,Skin Care,Oily,Yes
CUST00560,2024-11-23,Tier 3,18-24,Referral,None,Baby Care,Sensitive,Yes
CUST00561,2025-08-10,Tier 3,35-44,Marketplace,Gold,Hair Care,Oily,No
CUST00562,2024-11-11,Tier 2,18-24,Instagram,None,Hair Care,Normal,Yes
CUST00563,2024-10-11,Tier 1,18-24,Organic,Silver,Wellness,Normal,Yes
CUST00564,2024-02-27,Tier 1,45+,Instagram,Gold,Hair Care,Sensitive,Yes
CUST00565,2025-07-28,Tier 2,18-24,Referral,Platinum,Fragrance,Sensitive,Yes
CUST00566,2025-02-28,Tier 2,18-24,Instagram,None,Hair Care,Normal,No
CUST00567,2024-03-31,Tier 2,18-24,Google Search,None,Hair Care,Normal,No
CUST00568,2025-07-21,Tier 3,25-34,Google Search,Silver,Hair Care,NA,Yes
CUST00569,2025-04-28,Tier 2,18-24,Google Search,None,Wellness,NA,Yes
CUST00570,2024-03-09,Tier 1,25-34,Referral,None,Skin Care,NA,Yes
CUST00571,2025-08-12,Tier 1,18-24,Marketplace,None,Hair Care,NA,Yes
CUST00572,2024-12-30,Tier 1,18-24,Marketplace,None,Skin Care,NA,Yes
CUST00573,2024-11-19,Tier 2,35-44,Google Search,Silver,Makeup,Oily,Yes
CUST00574,2024-10-15,Tier 2,25-34,Google Search,Gold,Skin Care,Dry,Yes
CUST00575,2025-06-22,Tier 2,35-44,Marketplace,Silver,Hair Care,Oily,Yes
CUST00576,2025-01-06,Tier 2,18-24,Influencer,None,Wellness,Dry,Yes
CUST00577,2024-05-25,Tier 1,35-44,Instagram,Platinum,Hair Care,Oily,Yes
CUST00578,2024-04-20,Tier 2,18-24,Marketplace,None,Wellness,Oily,Yes
CUST00579,2025-09-08,Tier 3,18-24,Instagram,None,Skin Care,NA,No
CUST00580,2025-05-27,Tier 2,35-44,Referral,None,Fragrance,Oily,Yes
CUST00581,2025-07-04,Tier 2,18-24,Influencer,Gold,Fragrance,Combination,Yes
CUST00582,2024-07-04,Tier 3,35-44,Referral,None,Hair Care,Sensitive,Yes
CUST00583,2024-10-22,Tier 1,25-34,Google Search,None,Skin Care,Normal,No
CUST00584,2025-02-21,Tier 3,25-34,Instagram,None,Fragrance,Combination,No
CUST00585,2024-04-17,Tier 2,25-34,Marketplace,None,Hair Care,NA,Yes
CUST00586,2024-03-07,Tier 1,25-34,Instagram,Gold,Hair Care,Dry,No
CUST00587,2025-08-18,Tier 2,25-34,Organic,Gold,Hair Care,NA,Yes
CUST00588,2025-04-10,Tier 1,18-24,Referral,Silver,Skin Care,Oily,No
CUST00589,2024-07-02,Tier 2,25-34,Instagram,Silver,Skin Care,Oily,Yes
CUST00590,2024-10-27,Tier 2,35-44,Google Search,None,Fragrance,Normal,Yes
CUST00591,2024-05-01,Tier 1,25-34,Google Search,None,Skin Care,Normal,Yes
CUST00592,2025-03-17,Tier 2,18-24,Referral,None,Makeup,NA,Yes
CUST00593,2024-06-09,Tier 1,25-34,Referral,Platinum,Baby Care,Sensitive,No
CUST00594,2024-05-11,Tier 1,35-44,Marketplace,None,Fragrance,Sensitive,Yes
CUST00595,2024-02-27,Tier 1,35-44,Marketplace,Silver,Wellness,Oily,No
CUST00596,2024-02-08,Tier 3,25-34,Referral,Gold,Skin Care,NA,Yes
CUST00597,2024-11-26,Tier 3,25-34,Instagram,Silver,Hair Care,Normal,No
CUST00598,2025-03-22,Tier 2,18-24,Influencer,None,Fragrance,Dry,Yes
CUST00599,2024-08-19,Tier 3,25-34,Marketplace,None,Baby Care,Sensitive,Yes
CUST00600,2024-03-19,Tier 1,25-34,Organic,None,Baby Care,Dry,Yes
CUST00601,2025-07-14,Tier 1,18-24,Marketplace,Gold,Baby Care,Dry,Yes
CUST00602,2025-06-29,Tier 3,35-44,Influencer,Gold,Makeup,Oily,Yes
CUST00603,2024-11-03,Tier 1,35-44,Organic,Gold,Baby Care,Combination,Yes
CUST00604,2024-08-29,Tier 1,25-34,Instagram,None,Fragrance,Combination,Yes
CUST00605,2024-07-25,Tier 1,18-24,Google Search,Silver,Baby Care,Dry,Yes
CUST00606,2024-02-26,Tier 1,35-44,Marketplace,Gold,Wellness,Combination,No
CUST00607,2024-05-23,Tier 2,25-34,Referral,None,Makeup,Normal,No
CUST00608,2024-08-31,Tier 2,25-34,Google Search,Gold,Makeup,NA,No
CUST00609,2024-08-07,Tier 2,45+,Google Search,Silver,Hair Care,Sensitive,Yes
CUST00610,2024-09-09,Tier 3,45+,Influencer,None,Makeup,Sensitive,Yes
CUST00611,2024-02-25,Tier 3,35-44,Instagram,None,Hair Care,NA,Yes
CUST00612,2025-03-29,Tier 3,25-34,Google Search,Platinum,Skin Care,Oily,No
CUST00613,2024-06-13,Tier 2,45+,Organic,Silver,Hair Care,Oily,Yes
CUST00614,2025-02-26,Tier 1,45+,Referral,Gold,Skin Care,Dry,Yes
CUST00615,2025-07-14,Tier 2,35-44,Instagram,None,Baby Care,NA,Yes
CUST00616,2024-11-08,Tier 1,25-34,Instagram,None,Wellness,NA,No
CUST00617,2024-11-23,Tier 3,25-34,Instagram,None,Baby Care,Sensitive,No
CUST00618,2025-01-21,Tier 3,45+,Instagram,Gold,Wellness,NA,Yes
CUST00619,2024-09-25,Tier 1,35-44,Google Search,None,Skin Care,Oily,No
CUST00620,2025-06-22,Tier 3,25-34,Referral,Silver,Skin Care,NA,Yes
CUST00621,2025-05-21,Tier 2,25-34,Instagram,None,Fragrance,NA,Yes
CUST00622,2024-10-24,Tier 1,45+,Referral,None,Baby Care,NA,Yes
CUST00623,2025-02-11,Tier 2,35-44,Marketplace,Silver,Skin Care,Oily,Yes
CUST00624,2024-12-28,Tier 3,45+,Influencer,Silver,Makeup,Oily,Yes
CUST00625,2025-01-14,Tier 3,18-24,Instagram,None,Skin Care,Combination,No
CUST00626,2025-06-27,Tier 1,25-34,Google Search,Platinum,Hair Care,Sensitive,No
CUST00627,2024-09-27,Tier 2,25-34,Instagram,Silver,Hair Care,Dry,Yes
CUST00628,2024-07-12,Tier 1,18-24,Instagram,None,Makeup,Combination,Yes
CUST00629,2025-07-28,Tier 2,25-34,Organic,Gold,Skin Care,Oily,Yes
CUST00630,2024-10-06,Tier 2,25-34,Instagram,Platinum,Skin Care,Normal,Yes
