ticket_id,customer_id,ticket_date,issue_type,support_channel,resolution_hours,sentiment_score,reopened
TKT000373,CUST00455,2025-01-08,refund_delay,email,44.1,-0.09,0
TKT000374,CUST00456,2025-03-11,general_query,email,18.2,-0.46,0
TKT000375,CUST00459,2025-02-12,damaged_item,call,17.2,-0.71,0
TKT000376,CUST00459,2025-01-10,general_query,chat,30.5,-0.9,0
TKT000377,CUST00460,2025-08-05,refund_delay,call,4.2,-0.28,1
TKT000378,CUST00462,2024-09-07,late_delivery,email,30.9,-0.19,1
TKT000379,CUST00464,2025-01-03,late_delivery,call,21.4,-0.82,0
TKT000380,CUST00464,2024-04-19,late_delivery,email,1,0.12,0
TKT000381,CUST00464,2025-05-12,late_delivery,chat,26.6,0.1,0
TKT000382,CUST00466,2024-08-15,refund_delay,email,20.8,-0.18,0
TKT000383,CUST00466,2025-06-30,payment_issue,email,17.5,-0.62,0
TKT000384,CUST00468,2025-03-26,refund_delay,chat,22.8,-0.59,1
TKT000385,CUST00470,2025-01-14,refund_delay,chat,45.2,-0.7,0
TKT000386,CUST00470,2025-03-22,wrong_item,email,34.8,-1,1
TKT000387,CUST00473,2025-06-08,product_reaction,call,42.2,-0.96,0
TKT000388,CUST00473,2025-04-05,damaged_item,call,27.8,-0.68,0
TKT000389,CUST00474,2025-04-14,wrong_item,chat,10.3,-0.29,1
TKT000390,CUST00476,2024-06-12,refund_delay,call,26.0,-0.15,0
TKT000391,CUST00476,2024-04-11,refund_delay,chat,39.4,-0.82,1
TKT000392,CUST00476,2025-03-11,general_query,call,25.2,-0.59,0
TKT000393,CUST00479,2025-01-16,damaged_item,email,1.9,0.68,0
TKT000394,CUST00483,2024-10-08,refund_delay,call,52.5,-1,0
TKT000395,CUST00484,2025-03-01,payment_issue,call,29.8,-1,0
TKT000396,CUST00484,2025-07-02,product_reaction,email,40.9,-1,1
TKT000397,CUST00484,2024-10-25,wrong_item,email,30.3,-0.9,0
TKT000398,CUST00485,2024-04-08,late_delivery,email,1,0.51,0
TKT000399,CUST00485,2024-07-02,late_delivery,chat,32.5,0.08,0
TKT000400,CUST00487,2025-03-15,refund_delay,email,39.9,-0.98,0
TKT000401,CUST00487,2024-08-29,late_delivery,call,28.4,-0.24,0
TKT000402,CUST00487,2025-03-05,late_delivery,call,16.2,-0.3,1
TKT000403,CUST00487,2025-09-07,payment_issue,chat,1,0.54,0
TKT000404,CUST00487,2024-11-25,late_delivery,call,18.2,0.09,0
TKT000405,CUST00487,2025-03-30,general_query,call,21.3,-0.96,0
TKT000406,CUST00490,2025-09-30,late_delivery,call,5.5,-0.36,0
TKT000407,CUST00491,2025-07-06,product_reaction,chat,31.8,-0.06,0
TKT000408,CUST00492,2024-12-28,late_delivery,call,38.6,-0.75,1
TKT000409,CUST00493,2025-06-15,product_reaction,chat,26.8,-0.1,0
TKT000410,CUST00499,2025-03-07,product_reaction,chat,44.4,0.23,1
TKT000411,CUST00501,2025-08-12,refund_delay,chat,35.8,-0.75,0
TKT000412,CUST00503,2025-07-24,refund_delay,chat,28.4,-0.22,0
TKT000413,CUST00503,2025-08-23,late_delivery,email,31.6,-0.41,0
TKT000414,CUST00503,2024-10-01,product_reaction,chat,27.4,-0.83,0
TKT000415,CUST00506,2024-10-29,wrong_item,chat,35.2,-0.24,0
TKT000416,CUST00506,2025-06-15,payment_issue,chat,41.3,-0.35,0
TKT000417,CUST00506,2025-06-26,refund_delay,email,22.7,-0.37,0
TKT000418,CUST00506,2024-05-29,general_query,email,20.4,-0.23,0
TKT000419,CUST00510,2024-12-20,general_query,call,30.2,-0.84,0
TKT000420,CUST00511,2025-08-26,refund_delay,email,56.9,-1,0
TKT000421,CUST00512,2025-09-23,late_delivery,call,8.9,0.65,0
TKT000422,CUST00513,2025-09-13,payment_issue,call,11.1,0.0,0
TKT000423,CUST00513,2025-02-21,wrong_item,chat,36.8,-1,0
TKT000424,CUST00513,2024-12-22,late_delivery,chat,6.8,0.63,0
TKT000425,CUST00515,2025-04-17,damaged_item,email,16.3,-0.05,0
TKT000426,CUST00517,2024-10-05,refund_delay,chat,42.3,-1,1
TKT000427,CUST00517,2025-01-06,wrong_item,call,15.0,0.27,0
TKT000428,CUST00521,2025-07-05,wrong_item,call,32.5,-0.39,0
TKT000429,CUST00523,2025-02-21,late_delivery,email,40.8,-0.57,0
TKT000430,CUST00524,2024-10-23,product_reaction,chat,20.3,-0.29,0
TKT000431,CUST00524,2025-03-27,wrong_item,email,12.3,0.38,0
TKT000432,CUST00529,2025-08-03,late_delivery,email,29.8,-0.83,0
TKT000433,CUST00531,2025-08-07,wrong_item,email,22.5,-0.24,0
TKT000434,CUST00532,2024-07-27,refund_delay,email,43.0,-1,0
TKT000435,CUST00533,2025-09-30,general_query,email,51.0,-1,0
TKT000436,CUST00534,2025-04-11,general_query,call,22.6,-0.22,0
TKT000437,CUST00539,2024-08-06,payment_issue,call,38.4,0.06,0
TKT000438,CUST00539,2024-04-30,late_delivery,call,1,0.42,0
TKT000439,CUST00539,2025-01-17,wrong_item,email,18.0,1,0
TKT000440,CUST00540,2025-05-06,damaged_item,call,27.5,-0.56,1
TKT000441,CUST00540,2024-04-27,damaged_item,chat,2.1,-0.22,0
TKT000442,CUST00540,2024-09-01,damaged_item,email,1,-0.78,0
TKT000443,CUST00541,2025-05-07,general_query,call,29.7,0.39,0
TKT000444,CUST00545,2025-09-30,product_reaction,chat,18.7,-0.56,0
TKT000445,CUST00547,2025-08-31,general_query,email,29.2,-0.15,0
TKT000446,CUST00549,2025-05-13,late_delivery,email,8.2,0.1,0
TKT000447,CUST00555,2025-08-27,wrong_item,chat,42.6,-0.31,0
TKT000448,CUST00555,2025-03-08,damaged_item,email,37.5,-0.66,1
TKT000449,CUST00556,2025-09-16,refund_delay,call,17.5,-0.48,0
TKT000450,CUST00557,2024-06-20,general_query,email,8.8,-0.29,0
TKT000451,CUST00561,2025-09-30,payment_issue,chat,25.2,-0.0,0
TKT000452,CUST00562,2025-01-16,product_reaction,email,49.1,-0.42,0
TKT000453,CUST00562,2025-01-16,refund_delay,email,44.6,-0.52,0
TKT000454,CUST00564,2024-06-04,damaged_item,chat,20.8,0.01,0
TKT000455,CUST00564,2024-11-03,refund_delay,email,28.0,-0.43,0
TKT000456,CUST00564,2024-09-15,payment_issue,email,31.6,-0.67,0
TKT000457,CUST00567,2025-03-09,product_reaction,chat,39.5,-0.58,1
TKT000458,CUST00570,2025-04-21,payment_issue,chat,22.5,-0.47,0
TKT000459,CUST00571,2025-09-02,damaged_item,chat,10.4,0.84,0
TKT000460,CUST00573,2025-03-22,wrong_item,email,17.8,-0.61,0
TKT000461,CUST00574,2025-01-03,damaged_item,chat,20.3,-1,0
TKT000462,CUST00575,2025-07-19,general_query,chat,19.3,-0.71,0
TKT000463,CUST00577,2024-11-09,damaged_item,call,5.7,0.63,0
TKT000464,CUST00582,2024-12-24,product_reaction,call,26.3,0.28,0
TKT000465,CUST00583,2024-12-10,wrong_item,call,34.6,-0.75,0
TKT000466,CUST00585,2024-05-13,damaged_item,call,22.2,-0.57,1
TKT000467,CUST00585,2025-06-20,product_reaction,email,35.0,-0.27,0
TKT000468,CUST00586,2025-05-26,general_query,call,35.0,-0.28,0
TKT000469,CUST00586,2025-02-24,refund_delay,email,47.8,-0.29,0
TKT000470,CUST00589,2025-07-26,late_delivery,chat,14.8,-0.63,0
TKT000471,CUST00590,2025-01-06,wrong_item,email,25.4,-0.96,0
TKT000472,CUST00590,2025-03-11,payment_issue,chat,11.3,0.03,0
TKT000473,CUST00591,2024-09-18,product_reaction,email,11.2,-1,0
TKT000474,CUST00593,2025-09-08,product_reaction,chat,33.2,-0.87,0
TKT000475,CUST00596,2024-04-01,general_query,call,35.6,-1,0
TKT000476,CUST00596,2025-02-23,payment_issue,chat,47.4,-0.4,1
TKT000477,CUST00596,2025-08-18,late_delivery,email,20.2,-0.78,0
TKT000478,CUST00597,2025-04-12,refund_delay,call,39.7,-1,0
TKT000479,CUST00597,2025-08-10,damaged_item,email,32.5,-0.3,0
TKT000480,CUST00599,2025-04-15,late_delivery,chat,23.2,-0.43,0
TKT000481,CUST00603,2025-02-02,refund_delay,call,22.6,-0.39,1
TKT000482,CUST00603,2025-09-16,damaged_item,call,33.9,-1,0
TKT000483,CUST00603,2025-09-15,damaged_item,email,40.1,-0.67,1
TKT000484,CUST00603,2025-04-16,damaged_item,call,11.9,-0.32,0
TKT000485,CUST00605,2025-05-05,wrong_item,call,28.1,-0.51,0
TKT000486,CUST00605,2025-03-17,late_delivery,chat,18.1,-0.67,1
TKT000487,CUST00608,2025-08-23,late_delivery,call,4.4,-0.45,1
TKT000488,CUST00609,2025-04-07,late_delivery,call,5.7,-0.16,0
TKT000489,CUST00609,2025-05-25,wrong_item,call,6.0,-0.29,1
TKT000490,CUST00610,2025-09-10,general_query,call,52.4,-1,0
TKT000491,CUST00610,2024-10-09,product_reaction,call,61.9,-1,0
TKT000492,CUST00611,2025-02-18,refund_delay,email,47.2,-0.99,1
TKT000493,CUST00611,2024-11-22,refund_delay,email,30.4,-1,0
TKT000494,CUST00611,2024-07-04,damaged_item,chat,16.9,-0.58,0
TKT000495,CUST00613,2025-09-27,refund_delay,chat,19.8,0.27,0
TKT000496,CUST00613,2025-09-04,refund_delay,call,25.0,-0.16,0
TKT000497,CUST00615,2025-09-03,refund_delay,call,36.7,-1,0
TKT000498,CUST00616,2025-08-31,wrong_item,email,8.3,-0.67,0
TKT000499,CUST00617,2025-04-28,late_delivery,email,23.3,-0.53,0
TKT000500,CUST00617,2025-01-17,payment_issue,call,29.7,-0.98,0
TKT000501,CUST00617,2025-02-02,wrong_item,call,35.3,-0.09,0
TKT000502,CUST00617,2025-03-14,general_query,call,37.5,-0.32,0
TKT000503,CUST00617,2025-04-19,wrong_item,call,40.3,-0.21,0
TKT000504,CUST00620,2025-07-03,wrong_item,email,36.7,-0.27,0
TKT000505,CUST00623,2025-04-21,late_delivery,chat,22.6,-0.79,0
TKT000506,CUST00623,2025-06-01,damaged_item,call,16.5,-0.67,0
TKT000507,CUST00626,2025-09-25,late_delivery,chat,7.2,-0.18,0
TKT000508,CUST00627,2025-01-21,refund_delay,call,27.5,-0.98,1
TKT000509,CUST00628,2025-08-07,product_reaction,chat,52.4,-0.96,0
TKT000510,CUST00628,2025-03-02,refund_delay,email,30.7,0.02,0
TKT000511,CUST00631,2024-08-10,late_delivery,chat,37.1,-1,0
TKT000512,CUST00631,2024-04-13,wrong_item,chat,36.7,-0.62,0
TKT000513,CUST00634,2025-06-16,payment_issue,call,8.6,-0.96,0
TKT000514,CUST00634,2024-12-23,payment_issue,chat,7.7,-0.44,0
TKT000515,CUST00637,2024-03-12,damaged_item,chat,30.9,-0.21,0
TKT000516,CUST00641,2025-02-15,general_query,call,24.5,-0.92,0
TKT000517,CUST00645,2025-01-20,product_reaction,chat,60.0,0.18,1
TKT000518,CUST00645,2025-01-27,late_delivery,chat,33.1,-0.58,0
TKT000519,CUST00646,2025-02-14,wrong_item,email,11.5,-0.55,0
TKT000520,CUST00647,2025-08-06,damaged_item,call,1,0.28,0
TKT000521,CUST00649,2024-11-09,product_reaction,call,49.3,-0.73,1
TKT000522,CUST00649,2024-11-28,payment_issue,chat,31.4,-0.4,0
TKT000523,CUST00649,2025-03-19,refund_delay,call,62.6,-1,0
TKT000524,CUST00649,2025-05-31,product_reaction,email,33.4,-0.33,0
TKT000525,CUST00654,2025-09-30,late_delivery,email,20.1,-0.38,0
TKT000526,CUST00654,2025-07-26,refund_delay,chat,42.0,-0.79,0
TKT000527,CUST00656,2025-04-03,wrong_item,call,30.8,-0.91,0
TKT000528,CUST00657,2025-08-01,general_query,call,28.5,-0.45,1
TKT000529,CUST00658,2024-09-16,general_query,call,23.8,-0.95,0
TKT000530,CUST00661,2025-02-09,payment_issue,call,3.3,0.18,0
TKT000531,CUST00663,2024-07-19,refund_delay,email,39.7,-0.69,0
TKT000532,CUST00663,2024-06-17,refund_delay,call,40.8,-0.84,0
TKT000533,CUST00664,2025-09-14,late_delivery,chat,16.2,0.2,0
TKT000534,CUST00665,2025-09-07,wrong_item,email,38.0,-1,0
TKT000535,CUST00665,2024-10-09,payment_issue,email,29.6,-0.96,0
TKT000536,CUST00666,2025-09-30,general_query,chat,10.1,-0.09,0
TKT000537,CUST00667,2025-05-02,refund_delay,chat,42.9,-1,0
TKT000538,CUST00667,2025-02-22,late_delivery,chat,31.5,-0.34,0
TKT000539,CUST00670,2025-02-10,product_reaction,chat,30.9,-1,0
TKT000540,CUST00671,2025-06-13,damaged_item,chat,18.2,0.45,0
TKT000541,CUST00676,2025-09-25,damaged_item,chat,21.1,-0.09,0
TKT000542,CUST00679,2024-10-28,payment_issue,email,19.2,0.03,0
TKT000543,CUST00679,2025-06-08,product_reaction,call,37.5,-0.73,0
TKT000544,CUST00681,2025-03-11,wrong_item,call,15.0,-0.4,0
TKT000545,CUST00682,2025-09-23,product_reaction,chat,22.7,-0.23,0
TKT000546,CUST00683,2025-04-14,damaged_item,email,12.1,-0.2,0
TKT000547,CUST00683,2025-09-30,wrong_item,email,14.4,0.29,1
TKT000548,CUST00684,2024-11-17,refund_delay,chat,58.5,-0.61,1
TKT000549,CUST00688,2025-09-12,refund_delay,email,57.5,-0.98,0
TKT000550,CUST00690,2025-06-09,damaged_item,chat,8.7,0.28,0
TKT000551,CUST00693,2025-01-22,late_delivery,call,42.0,-0.99,0
TKT000552,CUST00693,2025-02-10,damaged_item,chat,20.6,-0.88,0
TKT000553,CUST00695,2025-03-22,product_reaction,call,33.1,0.02,1
TKT000554,CUST00696,2025-01-07,payment_issue,email,4.6,-0.17,0
TKT000555,CUST00697,2024-09-17,refund_delay,email,25.1,-0.64,0
TKT000556,CUST00698,2024-10-12,payment_issue,call,15.4,-0.62,0
TKT000557,CUST00698,2024-05-23,wrong_item,call,14.8,-0.03,0
TKT000558,CUST00698,2025-08-09,general_query,call,38.4,-1,1
TKT000559,CUST00698,2025-07-26,payment_issue,call,17.6,-0.31,0
TKT000560,CUST00701,2024-07-23,damaged_item,call,9.8,0.02,0
TKT000561,CUST00702,2025-03-07,damaged_item,email,15.8,-0.73,0
TKT000562,CUST00702,2025-07-26,wrong_item,email,34.8,-0.41,0
TKT000563,CUST00704,2024-11-13,product_reaction,chat,35.2,-0.46,0
TKT000564,CUST00705,2025-09-23,late_delivery,call,8.2,-0.64,0
TKT000565,CUST00707,2025-02-04,general_query,call,38.9,-0.98,1
TKT000566,CUST00707,2024-08-24,payment_issue,email,18.0,-1,0
TKT000567,CUST00708,2025-07-08,product_reaction,call,49.7,-0.54,0
TKT000568,CUST00710,2025-06-16,damaged_item,call,35.5,-1,0
TKT000569,CUST00710,2024-08-27,late_delivery,call,15.0,0.3,0
TKT000570,CUST00711,2025-01-23,late_delivery,call,37.3,-1,0
TKT000571,CUST00711,2025-07-09,wrong_item,email,27.4,-0.99,1
TKT000572,CUST00712,2025-03-20,product_reaction,email,28.9,-0.48,1
TKT000573,CUST00713,2025-08-30,payment_issue,email,4.0,-0.35,0
TKT000574,CUST00713,2025-08-17,general_query,email,1,-0.16,0
TKT000575,CUST00713,2024-09-18,wrong_item,call,26.7,-0.31,0
TKT000576,CUST00714,2025-09-01,wrong_item,call,20.6,-0.77,0
TKT000577,CUST00716,2025-09-29,refund_delay,call,28.1,-0.91,0
TKT000578,CUST00719,2025-02-05,damaged_item,email,1,0.16,0
TKT000579,CUST00720,2024-07-21,late_delivery,email,12.3,-0.35,0
TKT000580,CUST00720,2024-09-12,general_query,call,35.2,-1,0
TKT000581,CUST00722,2025-09-01,refund_delay,call,29.4,-1,1
TKT000582,CUST00726,2024-10-17,damaged_item,chat,24.5,-0.57,0
TKT000583,CUST00726,2025-06-09,general_query,chat,16.5,-0.28,0
TKT000584,CUST00726,2025-05-26,refund_delay,email,48.4,-0.53,1
TKT000585,CUST00726,2025-05-02,general_query,chat,1,0.14,0
TKT000586,CUST00727,2025-05-29,damaged_item,call,15.2,-0.6,0
TKT000587,CUST00728,2025-08-03,refund_delay,chat,35.7,-0.77,0
TKT000588,CUST00732,2025-09-25,refund_delay,chat,35.1,-0.42,0
TKT000589,CUST00734,2024-07-23,late_delivery,chat,7.5,-0.47,0
TKT000590,CUST00734,2024-10-01,late_delivery,chat,22.4,-0.86,0
TKT000591,CUST00735,2025-06-29,general_query,email,13.9,0.12,0
TKT000592,CUST00738,2025-07-23,refund_delay,call,37.9,-1,1
TKT000593,CUST00740,2025-01-13,damaged_item,chat,15.9,-0.39,0
TKT000594,CUST00743,2024-12-12,product_reaction,email,39.7,-1,0
TKT000595,CUST00747,2025-09-26,late_delivery,call,1,-0.65,0
TKT000596,CUST00748,2024-11-09,product_reaction,call,3.3,0.26,1
TKT000597,CUST00752,2025-06-14,refund_delay,email,32.5,-0.69,0
TKT000598,CUST00754,2025-05-30,general_query,chat,36.1,-0.67,0
TKT000599,CUST00755,2025-03-03,late_delivery,chat,32.2,-1,0
TKT000600,CUST00756,2025-06-14,wrong_item,email,3.1,-0.09,0
TKT000601,CUST00756,2025-01-08,refund_delay,email,20.5,0.14,0
TKT000602,CUST00760,2025-04-23,late_delivery,chat,50.7,-1,0
TKT000603,CUST00762,2025-04-25,payment_issue,email,1,0.6,0
TKT000604,CUST00765,2025-06-28,late_delivery,call,38.1,0.02,0
TKT000605,CUST00767,2024-11-06,general_query,chat,40.3,-1,0
TKT000606,CUST00767,2024-05-06,product_reaction,email,47.6,-0.49,0
TKT000607,CUST00767,2025-07-25,product_reaction,email,49.7,-0.73,0
TKT000608,CUST00768,2025-09-11,product_reaction,chat,27.4,-0.9,0
TKT000609,CUST00769,2025-01-13,refund_delay,email,34.8,-0.57,0
TKT000610,CUST00769,2025-02-27,damaged_item,email,18.3,-0.16,0
TKT000611,CUST00770,2025-07-20,late_delivery,email,33.9,-0.91,0
TKT000612,CUST00771,2025-07-04,payment_issue,email,36.9,-0.61,1
TKT000613,CUST00773,2024-11-26,late_delivery,email,21.4,-0.36,0
TKT000614,CUST00778,2024-07-09,general_query,chat,9.2,-0.58,0
TKT000615,CUST00780,2025-08-19,late_delivery,chat,9.2,0.54,0
TKT000616,CUST00780,2025-06-10,refund_delay,email,37.1,-0.95,0
TKT000617,CUST00780,2025-08-20,late_delivery,call,13.5,-0.08,0
TKT000618,CUST00783,2024-05-25,damaged_item,email,13.0,0.92,0
TKT000619,CUST00785,2025-02-25,product_reaction,call,63.4,-1,1
TKT000620,CUST00786,2024-11-24,product_reaction,email,23.2,-0.49,0
TKT000621,CUST00786,2024-11-23,damaged_item,email,33.7,-0.43,0
TKT000622,CUST00786,2025-03-24,wrong_item,email,24.0,-0.11,0
TKT000623,CUST00787,2025-01-20,general_query,chat,2.9,0.2,0
TKT000624,CUST00787,2025-05-24,payment_issue,chat,14.8,0.05,0
TKT000625,CUST00790,2025-07-24,late_delivery,email,20.3,-0.32,0
TKT000626,CUST00791,2025-02-24,general_query,email,22.5,-0.03,0
TKT000627,CUST00792,2024-03-31,product_reaction,chat,25.8,-0.2,0
TKT000628,CUST00794,2025-04-13,refund_delay,call,67.1,-0.3,0
TKT000629,CUST00794,2024-09-30,product_reaction,call,39.7,-0.87,0
TKT000630,CUST00798,2024-12-18,payment_issue,call,13.5,-0.59,0
TKT000631,CUST00799,2025-04-06,wrong_item,call,11.7,-0.59,0
TKT000632,CUST00800,2024-05-27,late_delivery,call,7.5,1,0
TKT000633,CUST00800,2024-05-16,damaged_item,chat,14.1,-0.25,0
TKT000634,CUST00800,2024-12-20,refund_delay,email,35.0,-0.03,0
TKT000635,CUST00800,2025-01-16,general_query,email,18.5,-1,1
TKT000636,CUST00801,2025-07-21,general_query,email,37.7,-0.51,0
TKT000637,CUST00803,2024-09-27,general_query,call,17.5,-0.2,0
TKT000638,CUST00808,2025-08-13,refund_delay,email,16.8,-0.27,0
TKT000639,CUST00808,2025-01-17,general_query,email,39.8,-1,0
TKT000640,CUST00809,2025-08-22,product_reaction,email,59.8,-0.74,0
TKT000641,CUST00809,2025-05-05,product_reaction,call,46.6,-0.72,0
TKT000642,CUST00813,2025-02-25,damaged_item,email,30.5,-0.34,0
TKT000643,CUST00813,2025-05-26,product_reaction,call,28.1,-0.56,0
TKT000644,CUST00813,2025-03-06,general_query,call,13.4,0.0,0
TKT000645,CUST00813,2025-09-30,product_reaction,email,27.8,-0.04,0
TKT000646,CUST00815,2024-10-12,late_delivery,call,26.6,0.54,0
TKT000647,CUST00815,2025-04-10,payment_issue,chat,28.1,-0.69,0
TKT000648,CUST00816,2025-08-04,damaged_item,call,17.0,-0.4,1
TKT000649,CUST00817,2025-03-04,refund_delay,chat,18.1,-0.61,0
TKT000650,CUST00818,2025-05-16,refund_delay,call,35.1,-1,0
TKT000651,CUST00819,2025-06-20,damaged_item,email,1.8,-0.67,0
TKT000652,CUST00821,2024-12-08,refund_delay,chat,41.9,-1,1
TKT000653,CUST00821,2025-07-03,general_query,email,14.5,0.56,0
TKT000654,CUST00822,2025-07-28,wrong_item,chat,7.7,0.77,0
TKT000655,CUST00823,2024-07-31,damaged_item,call,1,0.12,0
TKT000656,CUST00823,2025-03-26,product_reaction,call,61.5,-1,0
TKT000657,CUST00823,2025-05-15,wrong_item,call,34.1,-1,0
TKT000658,CUST00826,2024-06-29,late_delivery,chat,1.1,0.3,0
TKT000659,CUST00826,2024-03-07,late_delivery,chat,16.0,0.09,0
TKT000660,CUST00829,2025-04-28,damaged_item,call,21.2,-0.73,0
TKT000661,CUST00831,2025-09-15,refund_delay,email,40.6,-0.84,0
TKT000662,CUST00831,2025-09-30,payment_issue,chat,14.0,-0.43,0
TKT000663,CUST00834,2025-03-25,wrong_item,chat,2.8,0.36,0
TKT000664,CUST00835,2024-07-25,product_reaction,email,39.8,-1,1
TKT000665,CUST00838,2025-03-16,damaged_item,call,18.7,-0.33,1
TKT000666,CUST00838,2025-09-25,payment_issue,email,14.8,-0.71,1
TKT000667,CUST00840,2025-01-19,wrong_item,chat,20.6,-0.46,0
TKT000668,CUST00840,2025-02-19,general_query,chat,13.0,-0.92,0
TKT000669,CUST00840,2025-01-02,damaged_item,call,10.6,-0.39,0
TKT000670,CUST00840,2024-06-05,refund_delay,call,44.9,-0.91,0
TKT000671,CUST00841,2025-06-11,general_query,chat,14.7,-0.83,0
TKT000672,CUST00841,2025-01-15,damaged_item,chat,28.1,-0.6,0
TKT000673,CUST00842,2025-08-02,damaged_item,email,10.1,-0.02,0
TKT000674,CUST00843,2025-08-28,damaged_item,call,1,-0.41,0
TKT000675,CUST00845,2025-07-04,general_query,call,8.3,-0.41,0
TKT000676,CUST00845,2025-04-05,product_reaction,email,39.3,-0.34,0
TKT000677,CUST00846,2025-06-29,general_query,chat,1,-0.03,0
TKT000678,CUST00846,2025-08-29,payment_issue,chat,20.4,-1,1
TKT000679,CUST00847,2025-01-07,late_delivery,call,2.5,0.42,1
TKT000680,CUST00847,2024-10-23,refund_delay,chat,39.7,-0.39,0
TKT000681,CUST00850,2025-07-12,general_query,chat,7.8,-1,0
TKT000682,CUST00851,2025-03-03,product_reaction,chat,34.4,-1,0
TKT000683,CUST00853,2025-08-08,general_query,email,33.8,-1,0
TKT000684,CUST00856,2025-05-22,general_query,email,2.8,0.07,0
TKT000685,CUST00857,2024-04-23,wrong_item,call,42.9,-0.36,0
TKT000686,CUST00857,2025-07-27,general_query,call,34.8,-0.91,0
TKT000687,CUST00857,2024-07-06,damaged_item,chat,57.8,-1,0
TKT000688,CUST00860,2025-07-14,damaged_item,chat,15.5,-0.05,0
TKT000689,CUST00861,2025-04-14,wrong_item,email,22.0,-0.42,0
TKT000690,CUST00864,2025-05-23,late_delivery,chat,22.1,0.08,0
TKT000691,CUST00864,2024-12-12,late_delivery,chat,1,-0.71,0
TKT000692,CUST00865,2025-08-12,refund_delay,email,51.4,-0.24,0
TKT000693,CUST00867,2025-09-21,wrong_item,email,1,-0.44,0
TKT000694,CUST00869,2025-01-07,refund_delay,email,16.9,-1,0
TKT000695,CUST00869,2025-01-02,late_delivery,email,29.8,-0.89,0
TKT000696,CUST00870,2025-02-18,late_delivery,email,1,-0.29,0
TKT000697,CUST00871,2024-09-06,general_query,email,8.2,0.16,0
TKT000698,CUST00871,2025-05-10,general_query,email,1,0.09,0
TKT000699,CUST00876,2025-05-22,late_delivery,chat,38.5,-0.45,1
TKT000700,CUST00876,2025-09-02,product_reaction,call,46.0,-1,0
TKT000701,CUST00877,2025-05-13,general_query,chat,17.5,-0.18,0
TKT000702,CUST00880,2025-03-22,wrong_item,chat,15.8,-0.97,0
TKT000703,CUST00882,2025-07-19,general_query,email,9.8,0.31,0
TKT000704,CUST00885,2024-08-25,wrong_item,chat,22.1,0.33,0
TKT000705,CUST00885,2025-05-15,damaged_item,call,35.1,-0.62,0
TKT000706,CUST00886,2024-12-20,late_delivery,chat,32.7,-0.43,0
TKT000707,CUST00886,2024-12-10,general_query,email,44.5,-1,1
TKT000708,CUST00886,2024-11-24,general_query,email,34.0,-0.33,0
TKT000709,CUST00887,2024-09-26,late_delivery,call,31.9,-0.96,0
TKT000710,CUST00887,2024-08-18,refund_delay,email,25.5,-0.56,1
TKT000711,CUST00889,2025-02-22,late_delivery,email,17.1,-0.29,0
TKT000712,CUST00890,2025-09-15,refund_delay,email,31.6,0.02,0
TKT000713,CUST00894,2025-04-24,product_reaction,call,29.9,-0.83,1
TKT000714,CUST00894,2025-09-10,general_query,call,38.7,-0.06,0
TKT000715,CUST00895,2025-08-12,product_reaction,email,47.8,-0.8,0
TKT000716,CUST00896,2024-08-05,payment_issue,call,13.9,-0.77,1
TKT000717,CUST00896,2025-07-27,late_delivery,email,23.9,-0.2,1
TKT000718,CUST00898,2024-09-14,payment_issue,call,17.6,-1,1
TKT000719,CUST00899,2025-03-31,general_query,email,3.2,-0.13,0
TKT000720,CUST00900,2025-08-05,refund_delay,chat,45.1,-1,0
TKT000721,CUST00901,2025-04-02,late_delivery,call,8.2,-0.47,0
TKT000722,CUST00901,2025-08-10,general_query,chat,33.3,0.3,0
TKT000723,CUST00901,2025-08-27,late_delivery,email,7.6,0.24,0
TKT000724,CUST00903,2025-08-20,late_delivery,call,12.3,-0.64,0
TKT000725,CUST00904,2025-01-16,late_delivery,call,18.5,-1,0
TKT000726,CUST00904,2025-06-13,payment_issue,email,22.8,-0.97,0
TKT000727,CUST00904,2025-02-20,wrong_item,email,8.2,-0.88,0
TKT000728,CUST00904,2024-05-07,refund_delay,email,46.8,-0.25,0
TKT000729,CUST00905,2024-08-22,product_reaction,call,49.8,-1,1
TKT000730,CUST00905,2024-10-01,refund_delay,chat,43.6,-0.99,1
TKT000731,CUST00907,2024-12-06,refund_delay,email,32.2,-0.58,0
TKT000732,CUST00907,2025-03-06,refund_delay,chat,27.9,-0.26,0
TKT000733,CUST00908,2025-09-01,damaged_item,call,35.5,-0.44,0
TKT000734,CUST00909,2025-04-02,general_query,chat,27.0,-1,0
TKT000735,CUST00910,2025-06-07,product_reaction,chat,22.7,-0.76,0
TKT000736,CUST00911,2024-09-16,general_query,chat,25.5,-0.9,0
TKT000737,CUST00913,2025-03-27,refund_delay,chat,36.3,-0.4,1
TKT000738,CUST00915,2025-06-12,damaged_item,call,35.0,-0.53,1
TKT000739,CUST00915,2025-03-02,damaged_item,email,6.3,0.39,1
TKT000740,CUST00916,2025-09-18,payment_issue,call,5.8,0.15,0
TKT000741,CUST00916,2024-08-09,general_query,call,30.9,-1,0
TKT000742,CUST00917,2024-12-27,general_query,chat,16.6,-0.84,0
TKT000743,CUST00918,2024-10-11,late_delivery,call,45.9,0.13,1
TKT000744,CUST00919,2025-08-10,refund_delay,chat,41.3,-0.5,1
TKT000745,CUST00920,2025-08-02,late_delivery,chat,3.6,-0.44,0
