customer_id,snapshot_date,last_campaign_received,last_campaign_cost,manual_priority_bucket
CUST00617,2025-09-30,new_launch,0,low
CUST00618,2025-09-30,welcome_offer,12,high
CUST00619,2025-09-30,welcome_offer,18,low
CUST00620,2025-09-30,new_launch,40,high
CUST00621,2025-09-30,bundle_discount,18,high
CUST00622,2025-09-30,free_shipping,25,high
CUST00623,2025-09-30,free_shipping,25,high
CUST00624,2025-09-30,new_launch,12,high
CUST00625,2025-09-30,none,12,medium
CUST00626,2025-09-30,free_shipping,12,medium
CUST00627,2025-09-30,free_shipping,25,medium
CUST00628,2025-09-30,none,18,medium
CUST00629,2025-09-30,none,12,medium
CUST00630,2025-09-30,welcome_offer,40,high
CUST00631,2025-09-30,bundle_discount,18,medium
CUST00632,2025-09-30,bundle_discount,25,medium
CUST00633,2025-09-30,none,40,low
CUST00634,2025-09-30,bundle_discount,0,high
CUST00635,2025-09-30,bundle_discount,12,high
CUST00636,2025-09-30,free_shipping,40,medium
CUST00637,2025-09-30,new_launch,25,high
CUST00638,2025-09-30,none,18,high
CUST00639,2025-09-30,none,40,high
CUST00640,2025-09-30,welcome_offer,18,high
CUST00641,2025-09-30,welcome_offer,0,low
CUST00642,2025-09-30,bundle_discount,0,low
CUST00643,2025-09-30,none,12,high
CUST00644,2025-09-30,welcome_offer,40,high
CUST00645,2025-09-30,none,18,high
CUST00646,2025-09-30,free_shipping,0,high
CUST00647,2025-09-30,free_shipping,25,medium
CUST00648,2025-09-30,free_shipping,25,low
CUST00649,2025-09-30,none,25,high
CUST00650,2025-09-30,bundle_discount,18,medium
CUST00651,2025-09-30,none,0,low
CUST00652,2025-09-30,bundle_discount,18,medium
CUST00653,2025-09-30,none,40,low
CUST00654,2025-09-30,welcome_offer,25,medium
CUST00655,2025-09-30,none,12,high
CUST00656,2025-09-30,bundle_discount,25,medium
CUST00657,2025-09-30,new_launch,12,medium
CUST00658,2025-09-30,free_shipping,0,high
CUST00659,2025-09-30,welcome_offer,18,low
CUST00660,2025-09-30,bundle_discount,40,medium
CUST00661,2025-09-30,welcome_offer,40,high
CUST00662,2025-09-30,bundle_discount,0,high
CUST00663,2025-09-30,none,40,medium
CUST00664,2025-09-30,bundle_discount,12,high
CUST00665,2025-09-30,new_launch,40,medium
CUST00666,2025-09-30,bundle_discount,18,high
CUST00667,2025-09-30,free_shipping,40,low
CUST00668,2025-09-30,new_launch,18,medium
CUST00669,2025-09-30,none,40,medium
CUST00670,2025-09-30,none,18,high
CUST00671,2025-09-30,bundle_discount,12,low
CUST00672,2025-09-30,none,25,high
CUST00673,2025-09-30,none,12,high
CUST00674,2025-09-30,free_shipping,40,medium
CUST00675,2025-09-30,bundle_discount,12,high
CUST00676,2025-09-30,welcome_offer,0,medium
CUST00677,2025-09-30,free_shipping,12,high
CUST00678,2025-09-30,none,12,high
CUST00679,2025-09-30,free_shipping,18,high
CUST00680,2025-09-30,new_launch,12,high
CUST00681,2025-09-30,welcome_offer,18,high
CUST00682,2025-09-30,new_launch,0,medium
CUST00683,2025-09-30,none,18,medium
CUST00684,2025-09-30,new_launch,12,high
CUST00685,2025-09-30,bundle_discount,40,low
CUST00686,2025-09-30,none,0,high
CUST00687,2025-09-30,welcome_offer,40,high
CUST00688,2025-09-30,bundle_discount,25,medium
CUST00689,2025-09-30,new_launch,12,medium
CUST00690,2025-09-30,welcome_offer,40,low
CUST00691,2025-09-30,none,25,medium
CUST00692,2025-09-30,bundle_discount,12,high
CUST00693,2025-09-30,bundle_discount,18,high
CUST00694,2025-09-30,none,18,medium
CUST00695,2025-09-30,bundle_discount,25,high
CUST00696,2025-09-30,bundle_discount,40,medium
CUST00697,2025-09-30,none,12,high
CUST00698,2025-09-30,new_launch,40,medium
CUST00699,2025-09-30,free_shipping,25,medium
CUST00700,2025-09-30,new_launch,25,high
CUST00701,2025-09-30,free_shipping,25,high
CUST00702,2025-09-30,none,12,high
CUST00703,2025-09-30,none,12,high
CUST00704,2025-09-30,new_launch,40,low
CUST00705,2025-09-30,new_launch,0,high
CUST00706,2025-09-30,bundle_discount,12,low
CUST00707,2025-09-30,free_shipping,25,high
CUST00708,2025-09-30,free_shipping,40,medium
CUST00709,2025-09-30,bundle_discount,25,high
CUST00710,2025-09-30,free_shipping,25,low
CUST00711,2025-09-30,new_launch,25,medium
CUST00712,2025-09-30,bundle_discount,0,low
CUST00713,2025-09-30,bundle_discount,18,medium
CUST00714,2025-09-30,bundle_discount,12,medium
CUST00715,2025-09-30,bundle_discount,40,low
CUST00716,2025-09-30,welcome_offer,18,medium
CUST00717,2025-09-30,welcome_offer,25,low
CUST00718,2025-09-30,bundle_discount,18,high
CUST00719,2025-09-30,free_shipping,40,high
CUST00720,2025-09-30,welcome_offer,12,high
CUST00721,2025-09-30,bundle_discount,18,low
CUST00722,2025-09-30,welcome_offer,18,high
CUST00723,2025-09-30,bundle_discount,25,medium
CUST00724,2025-09-30,welcome_offer,12,low
CUST00725,2025-09-30,new_launch,18,high
CUST00726,2025-09-30,none,40,high
CUST00727,2025-09-30,bundle_discount,25,low
CUST00728,2025-09-30,free_shipping,0,medium
CUST00729,2025-09-30,welcome_offer,25,high
CUST00730,2025-09-30,new_launch,40,high
CUST00731,2025-09-30,welcome_offer,12,high
CUST00732,2025-09-30,welcome_offer,18,medium
CUST00733,2025-09-30,none,40,medium
CUST00734,2025-09-30,welcome_offer,40,high
CUST00735,2025-09-30,new_launch,40,low
CUST00736,2025-09-30,none,12,medium
CUST00737,2025-09-30,bundle_discount,40,high
CUST00738,2025-09-30,new_launch,40,high
CUST00739,2025-09-30,welcome_offer,0,low
CUST00740,2025-09-30,new_launch,0,high
CUST00741,2025-09-30,new_launch,0,high
CUST00742,2025-09-30,bundle_discount,18,medium
CUST00743,2025-09-30,new_launch,18,low
CUST00744,2025-09-30,free_shipping,25,medium
CUST00745,2025-09-30,welcome_offer,25,low
CUST00746,2025-09-30,welcome_offer,40,high
CUST00747,2025-09-30,none,18,medium
CUST00748,2025-09-30,welcome_offer,40,medium
CUST00749,2025-09-30,bundle_discount,0,low
CUST00750,2025-09-30,welcome_offer,18,medium
CUST00751,2025-09-30,new_launch,12,low
CUST00752,2025-09-30,welcome_offer,40,high
CUST00753,2025-09-30,new_launch,12,high
CUST00754,2025-09-30,welcome_offer,40,medium
CUST00755,2025-09-30,none,40,high
CUST00756,2025-09-30,free_shipping,18,high
CUST00757,2025-09-30,free_shipping,12,low
CUST00758,2025-09-30,none,18,high
CUST00759,2025-09-30,free_shipping,12,medium
CUST00760,2025-09-30,bundle_discount,12,high
CUST00761,2025-09-30,new_launch,25,high
CUST00762,2025-09-30,bundle_discount,18,medium
CUST00763,2025-09-30,welcome_offer,25,high
CUST00764,2025-09-30,welcome_offer,40,low
CUST00765,2025-09-30,welcome_offer,18,high
CUST00766,2025-09-30,welcome_offer,0,high
CUST00767,2025-09-30,new_launch,18,medium
CUST00768,2025-09-30,bundle_discount,12,medium
CUST00769,2025-09-30,none,25,low
CUST00770,2025-09-30,welcome_offer,12,medium
CUST00771,2025-09-30,none,12,high
CUST00772,2025-09-30,free_shipping,18,high
CUST00773,2025-09-30,none,0,medium
CUST00774,2025-09-30,bundle_discount,18,high
CUST00775,2025-09-30,new_launch,18,low
CUST00776,2025-09-30,welcome_offer,40,high
CUST00777,2025-09-30,free_shipping,40,low
CUST00778,2025-09-30,bundle_discount,0,high
CUST00779,2025-09-30,none,0,low
CUST00780,2025-09-30,new_launch,25,medium
CUST00781,2025-09-30,free_shipping,18,medium
CUST00782,2025-09-30,welcome_offer,12,high
CUST00783,2025-09-30,none,0,high
CUST00784,2025-09-30,bundle_discount,0,medium
CUST00785,2025-09-30,none,18,low
CUST00786,2025-09-30,none,25,high
CUST00787,2025-09-30,bundle_discount,12,medium
CUST00788,2025-09-30,none,40,medium
CUST00789,2025-09-30,new_launch,25,high
CUST00790,2025-09-30,new_launch,25,high
CUST00791,2025-09-30,free_shipping,18,high
CUST00792,2025-09-30,bundle_discount,25,high
CUST00793,2025-09-30,welcome_offer,25,high
CUST00794,2025-09-30,new_launch,25,high
CUST00795,2025-09-30,new_launch,12,high
CUST00796,2025-09-30,free_shipping,18,high
CUST00797,2025-09-30,welcome_offer,40,low
CUST00798,2025-09-30,free_shipping,25,medium
CUST00799,2025-09-30,free_shipping,0,medium
CUST00800,2025-09-30,none,18,low
CUST00801,2025-09-30,new_launch,12,high
CUST00802,2025-09-30,bundle_discount,12,high
CUST00803,2025-09-30,bundle_discount,25,medium
CUST00804,2025-09-30,bundle_discount,18,low
CUST00805,2025-09-30,free_shipping,12,medium
CUST00806,2025-09-30,bundle_discount,12,low
CUST00807,2025-09-30,bundle_discount,25,high
CUST00808,2025-09-30,bundle_discount,0,medium
CUST00809,2025-09-30,bundle_discount,40,medium
CUST00810,2025-09-30,welcome_offer,0,high
CUST00811,2025-09-30,welcome_offer,0,high
CUST00812,2025-09-30,welcome_offer,25,high
CUST00813,2025-09-30,none,25,medium
CUST00814,2025-09-30,free_shipping,25,high
CUST00815,2025-09-30,new_launch,18,high
CUST00816,2025-09-30,free_shipping,40,medium
CUST00817,2025-09-30,bundle_discount,12,low
CUST00818,2025-09-30,new_launch,25,high
CUST00819,2025-09-30,none,40,low
CUST00820,2025-09-30,bundle_discount,0,high
CUST00821,2025-09-30,none,18,high
CUST00822,2025-09-30,new_launch,0,high
CUST00823,2025-09-30,new_launch,18,high
CUST00824,2025-09-30,free_shipping,12,low
CUST00825,2025-09-30,bundle_discount,25,high
CUST00826,2025-09-30,none,0,high
CUST00827,2025-09-30,welcome_offer,18,medium
CUST00828,2025-09-30,none,18,high
CUST00829,2025-09-30,new_launch,12,medium
CUST00830,2025-09-30,welcome_offer,0,low
CUST00831,2025-09-30,new_launch,25,medium
CUST00832,2025-09-30,free_shipping,25,low
CUST00833,2025-09-30,welcome_offer,18,medium
CUST00834,2025-09-30,bundle_discount,0,low
CUST00835,2025-09-30,bundle_discount,25,high
CUST00836,2025-09-30,new_launch,12,low
CUST00837,2025-09-30,none,18,low
CUST00838,2025-09-30,new_launch,0,medium
CUST00839,2025-09-30,new_launch,18,high
CUST00840,2025-09-30,none,12,medium
CUST00841,2025-09-30,none,12,high
CUST00842,2025-09-30,none,40,medium
CUST00843,2025-09-30,bundle_discount,18,high
CUST00844,2025-09-30,bundle_discount,18,high
CUST00845,2025-09-30,welcome_offer,25,high
CUST00846,2025-09-30,bundle_discount,18,medium
CUST00847,2025-09-30,welcome_offer,12,low
CUST00848,2025-09-30,bundle_discount,25,low
CUST00849,2025-09-30,welcome_offer,18,low
CUST00850,2025-09-30,bundle_discount,18,medium
CUST00851,2025-09-30,welcome_offer,18,low
CUST00852,2025-09-30,welcome_offer,25,medium
CUST00853,2025-09-30,none,12,medium
CUST00854,2025-09-30,welcome_offer,40,high
CUST00855,2025-09-30,free_shipping,25,high
CUST00856,2025-09-30,welcome_offer,40,high
CUST00857,2025-09-30,free_shipping,40,medium
CUST00858,2025-09-30,none,25,high
CUST00859,2025-09-30,free_shipping,40,high
CUST00860,2025-09-30,none,40,high
CUST00861,2025-09-30,free_shipping,40,high
CUST00862,2025-09-30,bundle_discount,12,high
CUST00863,2025-09-30,none,12,low
CUST00864,2025-09-30,welcome_offer,12,high
CUST00865,2025-09-30,none,25,medium
CUST00866,2025-09-30,bundle_discount,18,low
CUST00867,2025-09-30,bundle_discount,0,medium
CUST00868,2025-09-30,new_launch,25,low
CUST00869,2025-09-30,new_launch,25,high
CUST00870,2025-09-30,new_launch,12,high
CUST00871,2025-09-30,bundle_discount,40,high
CUST00872,2025-09-30,new_launch,18,high
CUST00873,2025-09-30,welcome_offer,40,low
CUST00874,2025-09-30,new_launch,18,low
CUST00875,2025-09-30,none,0,high
CUST00876,2025-09-30,bundle_discount,12,medium
CUST00877,2025-09-30,none,12,medium
CUST00878,2025-09-30,welcome_offer,25,high
CUST00879,2025-09-30,none,18,high
CUST00880,2025-09-30,new_launch,12,low
CUST00881,2025-09-30,bundle_discount,40,low
CUST00882,2025-09-30,new_launch,18,high
CUST00883,2025-09-30,none,12,high
CUST00884,2025-09-30,welcome_offer,25,high
CUST00885,2025-09-30,new_launch,12,low
CUST00886,2025-09-30,bundle_discount,18,low
CUST00887,2025-09-30,none,18,high
CUST00888,2025-09-30,bundle_discount,0,high
CUST00889,2025-09-30,new_launch,40,medium
CUST00890,2025-09-30,bundle_discount,12,high
CUST00891,2025-09-30,new_launch,0,low
CUST00892,2025-09-30,bundle_discount,25,low
CUST00893,2025-09-30,welcome_offer,25,high
CUST00894,2025-09-30,welcome_offer,12,medium
CUST00895,2025-09-30,free_shipping,40,medium
CUST00896,2025-09-30,none,18,medium
CUST00897,2025-09-30,new_launch,25,low
CUST00898,2025-09-30,free_shipping,0,high
CUST00899,2025-09-30,bundle_discount,18,high
CUST00900,2025-09-30,bundle_discount,25,medium
CUST00901,2025-09-30,bundle_discount,25,medium
CUST00902,2025-09-30,welcome_offer,0,low
CUST00903,2025-09-30,free_shipping,12,medium
CUST00904,2025-09-30,bundle_discount,25,medium
CUST00905,2025-09-30,bundle_discount,25,low
CUST00906,2025-09-30,welcome_offer,0,medium
CUST00907,2025-09-30,free_shipping,12,high
CUST00908,2025-09-30,free_shipping,25,medium
CUST00909,2025-09-30,new_launch,12,high
CUST00910,2025-09-30,free_shipping,25,high
CUST00911,2025-09-30,none,12,low
CUST00912,2025-09-30,none,0,high
CUST00913,2025-09-30,new_launch,40,high
CUST00914,2025-09-30,none,12,medium
CUST00915,2025-09-30,free_shipping,40,high
CUST00916,2025-09-30,free_shipping,12,medium
CUST00917,2025-09-30,new_launch,25,high
CUST00918,2025-09-30,new_launch,25,high
CUST00919,2025-09-30,bundle_discount,0,medium
CUST00920,2025-09-30,none,25,medium
CUST00921,2025-09-30,none,12,high
CUST00922,2025-09-30,none,25,low
CUST00923,2025-09-30,welcome_offer,40,medium
CUST00924,2025-09-30,free_shipping,0,high
CUST00925,2025-09-30,bundle_discount,18,medium
CUST00926,2025-09-30,bundle_discount,40,medium
CUST00927,2025-09-30,free_shipping,25,high
CUST00928,2025-09-30,welcome_offer,25,high
CUST00929,2025-09-30,bundle_discount,18,medium
CUST00930,2025-09-30,none,25,medium
CUST00931,2025-09-30,bundle_discount,0,low
CUST00932,2025-09-30,welcome_offer,40,high
CUST00933,2025-09-30,none,18,high
CUST00934,2025-09-30,free_shipping,25,medium
CUST00935,2025-09-30,none,12,low
CUST00936,2025-09-30,none,18,medium
CUST00937,2025-09-30,free_shipping,0,high
CUST00938,2025-09-30,new_launch,0,medium
CUST00939,2025-09-30,none,0,low
CUST00940,2025-09-30,new_launch,18,high
CUST00941,2025-09-30,welcome_offer,12,high
CUST00942,2025-09-30,bundle_discount,25,medium
CUST00943,2025-09-30,free_shipping,25,high
CUST00944,2025-09-30,free_shipping,25,high
CUST00945,2025-09-30,free_shipping,25,low
CUST00946,2025-09-30,free_shipping,18,high
CUST00947,2025-09-30,none,25,medium
CUST00948,2025-09-30,free_shipping,12,high
CUST00949,2025-09-30,none,18,high
CUST00950,2025-09-30,bundle_discount,25,high
CUST00951,2025-09-30,new_launch,0,medium
CUST00952,2025-09-30,none,0,medium
CUST00953,2025-09-30,new_launch,40,low
CUST00954,2025-09-30,bundle_discount,25,low
CUST00955,2025-09-30,none,25,medium
CUST00956,2025-09-30,bundle_discount,12,medium
CUST00957,2025-09-30,free_shipping,12,medium
CUST00958,2025-09-30,bundle_discount,12,high
CUST00959,2025-09-30,welcome_offer,25,medium
CUST00960,2025-09-30,free_shipping,25,high
CUST00961,2025-09-30,welcome_offer,18,high
CUST00962,2025-09-30,none,18,medium
CUST00963,2025-09-30,welcome_offer,12,high
CUST00964,2025-09-30,none,0,high
CUST00965,2025-09-30,none,18,medium
CUST00966,2025-09-30,welcome_offer,18,medium
CUST00967,2025-09-30,new_launch,40,high
CUST00968,2025-09-30,new_launch,0,high
CUST00969,2025-09-30,bundle_discount,40,low
CUST00970,2025-09-30,none,40,high
CUST00971,2025-09-30,free_shipping,25,medium
CUST00972,2025-09-30,new_launch,25,medium
CUST00973,2025-09-30,none,0,low
CUST00974,2025-09-30,free_shipping,18,high
CUST00975,2025-09-30,free_shipping,18,medium
CUST00976,2025-09-30,bundle_discount,25,low
CUST00977,2025-09-30,none,18,low
CUST00978,2025-09-30,bundle_discount,25,high
CUST00979,2025-09-30,free_shipping,40,high
CUST00980,2025-09-30,bundle_discount,12,high
CUST00981,2025-09-30,bundle_discount,40,high
CUST00982,2025-09-30,welcome_offer,12,high
CUST00983,2025-09-30,welcome_offer,12,high
CUST00984,2025-09-30,free_shipping,12,medium
CUST00985,2025-09-30,none,0,high
CUST00986,2025-09-30,none,18,medium
CUST00987,2025-09-30,bundle_discount,18,medium
CUST00988,2025-09-30,welcome_offer,0,low
CUST00989,2025-09-30,new_launch,0,high
CUST00990,2025-09-30,none,18,high
CUST00991,2025-09-30,new_launch,25,medium
CUST00992,2025-09-30,free_shipping,12,high
CUST00993,2025-09-30,none,18,high
CUST00994,2025-09-30,new_launch,0,medium
CUST00995,2025-09-30,free_shipping,18,high
CUST00996,2025-09-30,bundle_discount,40,medium
CUST00997,2025-09-30,none,12,high
CUST00998,2025-09-30,new_launch,40,medium
CUST00999,2025-09-30,none,18,high
CUST01000,2025-09-30,new_launch,0,medium
CUST01001,2025-09-30,free_shipping,25,high
CUST01002,2025-09-30,none,18,medium
CUST01003,2025-09-30,free_shipping,18,high
CUST01004,2025-09-30,welcome_offer,0,high
CUST01005,2025-09-30,none,18,high
CUST01006,2025-09-30,free_shipping,12,low
CUST01007,2025-09-30,bundle_discount,0,high
CUST01008,2025-09-30,new_launch,12,high
CUST01009,2025-09-30,none,25,medium
CUST01010,2025-09-30,welcome_offer,18,low
CUST01011,2025-09-30,bundle_discount,12,high
CUST01012,2025-09-30,free_shipping,18,medium
CUST01013,2025-09-30,free_shipping,12,high
CUST01014,2025-09-30,new_launch,40,high
CUST01015,2025-09-30,none,12,medium
CUST01016,2025-09-30,bundle_discount,18,low
CUST01017,2025-09-30,bundle_discount,18,high
CUST01018,2025-09-30,bundle_discount,12,medium
CUST01019,2025-09-30,none,18,high
CUST01020,2025-09-30,new_launch,18,high
CUST01021,2025-09-30,new_launch,12,medium
CUST01022,2025-09-30,free_shipping,25,high
CUST01023,2025-09-30,none,0,high
CUST01024,2025-09-30,bundle_discount,18,low
CUST01025,2025-09-30,bundle_discount,12,medium
CUST01026,2025-09-30,new_launch,18,medium
CUST01027,2025-09-30,new_launch,0,medium
CUST01028,2025-09-30,none,0,high
CUST01029,2025-09-30,welcome_offer,40,high
CUST01030,2025-09-30,welcome_offer,18,low
CUST01031,2025-09-30,new_launch,40,high
CUST01032,2025-09-30,none,40,low
CUST01033,2025-09-30,free_shipping,18,medium
CUST01034,2025-09-30,none,12,high
CUST01035,2025-09-30,none,18,low
CUST01036,2025-09-30,welcome_offer,18,high
CUST01037,2025-09-30,free_shipping,25,low
CUST01038,2025-09-30,bundle_discount,12,medium
CUST01039,2025-09-30,new_launch,12,high
CUST01040,2025-09-30,bundle_discount,12,high
CUST01041,2025-09-30,new_launch,40,high
CUST01042,2025-09-30,welcome_offer,18,low
CUST01043,2025-09-30,new_launch,40,high
CUST01044,2025-09-30,new_launch,0,high
CUST01045,2025-09-30,none,18,high
CUST01046,2025-09-30,none,18,high
CUST01047,2025-09-30,new_launch,25,high
CUST01048,2025-09-30,free_shipping,40,high
CUST01049,2025-09-30,none,25,high
CUST01050,2025-09-30,free_shipping,0,low
CUST01051,2025-09-30,free_shipping,40,high
CUST01052,2025-09-30,bundle_discount,0,high
CUST01053,2025-09-30,free_shipping,18,high
CUST01054,2025-09-30,none,0,high
CUST01055,2025-09-30,bundle_discount,18,high
CUST01056,2025-09-30,free_shipping,25,medium
CUST01057,2025-09-30,none,0,medium
CUST01058,2025-09-30,welcome_offer,0,high
CUST01059,2025-09-30,welcome_offer,0,high
CUST01060,2025-09-30,new_launch,18,medium
CUST01061,2025-09-30,bundle_discount,25,low
CUST01062,2025-09-30,new_launch,18,high
CUST01063,2025-09-30,welcome_offer,25,medium
CUST01064,2025-09-30,new_launch,25,low
CUST01065,2025-09-30,new_launch,0,low
CUST01066,2025-09-30,none,0,low
CUST01067,2025-09-30,none,12,low
CUST01068,2025-09-30,new_launch,25,high
CUST01069,2025-09-30,none,12,medium
CUST01070,2025-09-30,welcome_offer,25,high
CUST01071,2025-09-30,welcome_offer,18,low
CUST01072,2025-09-30,none,25,high
CUST01073,2025-09-30,bundle_discount,18,high
CUST01074,2025-09-30,new_launch,0,high
CUST01075,2025-09-30,welcome_offer,12,medium
CUST01076,2025-09-30,free_shipping,40,high
CUST01077,2025-09-30,free_shipping,40,high
CUST01078,2025-09-30,bundle_discount,18,high
CUST01079,2025-09-30,none,12,high
CUST01080,2025-09-30,welcome_offer,18,high
CUST01081,2025-09-30,welcome_offer,0,low
CUST01082,2025-09-30,none,0,low
CUST01083,2025-09-30,free_shipping,12,high
CUST01084,2025-09-30,free_shipping,0,high
CUST01085,2025-09-30,new_launch,40,high
CUST01086,2025-09-30,free_shipping,18,medium
CUST01087,2025-09-30,bundle_discount,18,medium
CUST01088,2025-09-30,welcome_offer,12,low
CUST01089,2025-09-30,none,0,low
CUST01090,2025-09-30,new_launch,25,high
CUST01091,2025-09-30,welcome_offer,0,high
CUST01092,2025-09-30,new_launch,12,high
CUST01093,2025-09-30,bundle_discount,0,high
CUST01094,2025-09-30,none,40,medium
CUST01095,2025-09-30,none,40,medium
CUST01096,2025-09-30,new_launch,0,low
CUST01097,2025-09-30,new_launch,40,high
CUST01098,2025-09-30,free_shipping,25,high
CUST01099,2025-09-30,free_shipping,25,low
CUST01100,2025-09-30,free_shipping,25,low
CUST01101,2025-09-30,free_shipping,25,low
CUST01102,2025-09-30,none,12,high
CUST01103,2025-09-30,free_shipping,12,high
CUST01104,2025-09-30,none,40,high
CUST01105,2025-09-30,new_launch,40,high
CUST01106,2025-09-30,new_launch,0,high
CUST01107,2025-09-30,none,12,high
CUST01108,2025-09-30,new_launch,18,medium
CUST01109,2025-09-30,free_shipping,0,low
CUST01110,2025-09-30,bundle_discount,25,high
CUST01111,2025-09-30,bundle_discount,18,high
CUST01112,2025-09-30,new_launch,0,medium
CUST01113,2025-09-30,welcome_offer,18,high
CUST01114,2025-09-30,bundle_discount,18,high
CUST01115,2025-09-30,none,40,medium
CUST01116,2025-09-30,welcome_offer,12,medium
CUST01117,2025-09-30,bundle_discount,0,medium
CUST01118,2025-09-30,free_shipping,40,high
CUST01119,2025-09-30,new_launch,18,high
CUST01120,2025-09-30,none,18,medium
CUST01121,2025-09-30,new_launch,25,high
CUST01122,2025-09-30,none,25,low
CUST01123,2025-09-30,bundle_discount,40,high
CUST01124,2025-09-30,none,40,high
CUST01125,2025-09-30,none,0,high
CUST01126,2025-09-30,none,0,low
CUST01127,2025-09-30,welcome_offer,0,high
CUST01128,2025-09-30,new_launch,18,high
CUST01129,2025-09-30,free_shipping,0,high
CUST01130,2025-09-30,welcome_offer,25,high
CUST01131,2025-09-30,new_launch,25,medium
CUST01132,2025-09-30,bundle_discount,25,low
CUST01133,2025-09-30,welcome_offer,12,medium
CUST01134,2025-09-30,free_shipping,0,high
CUST01135,2025-09-30,new_launch,12,high
CUST01136,2025-09-30,free_shipping,25,high
CUST01137,2025-09-30,bundle_discount,12,high
CUST01138,2025-09-30,welcome_offer,12,high
CUST01139,2025-09-30,none,25,low
CUST01140,2025-09-30,bundle_discount,0,medium
CUST01141,2025-09-30,welcome_offer,18,high
CUST01142,2025-09-30,welcome_offer,25,medium
CUST01143,2025-09-30,welcome_offer,25,high
CUST01144,2025-09-30,new_launch,40,medium
CUST01145,2025-09-30,welcome_offer,25,high
CUST01146,2025-09-30,new_launch,18,low
CUST01147,2025-09-30,new_launch,0,low
CUST01148,2025-09-30,welcome_offer,40,high
CUST01149,2025-09-30,free_shipping,18,medium
CUST01150,2025-09-30,free_shipping,12,high
CUST01151,2025-09-30,new_launch,12,high
CUST01152,2025-09-30,none,18,medium
CUST01153,2025-09-30,new_launch,40,medium
CUST01154,2025-09-30,welcome_offer,12,medium
CUST01155,2025-09-30,new_launch,0,medium
CUST01156,2025-09-30,welcome_offer,18,low
CUST01157,2025-09-30,new_launch,12,low
CUST01158,2025-09-30,new_launch,25,medium
CUST01159,2025-09-30,none,18,medium
CUST01160,2025-09-30,new_launch,12,high
CUST01161,2025-09-30,none,12,high
CUST01162,2025-09-30,welcome_offer,25,high
CUST01163,2025-09-30,none,25,high
CUST01164,2025-09-30,new_launch,12,medium
CUST01165,2025-09-30,new_launch,40,high
CUST01166,2025-09-30,new_launch,12,medium
CUST01167,2025-09-30,bundle_discount,18,low
CUST01168,2025-09-30,free_shipping,40,low
CUST01169,2025-09-30,bundle_discount,25,medium
CUST01170,2025-09-30,welcome_offer,40,high
CUST01171,2025-09-30,bundle_discount,0,high
CUST01172,2025-09-30,bundle_discount,25,low
CUST01173,2025-09-30,new_launch,25,high
CUST01174,2025-09-30,welcome_offer,12,high
CUST01175,2025-09-30,new_launch,40,medium
CUST01176,2025-09-30,none,25,high
CUST01177,2025-09-30,bundle_discount,25,medium
CUST01178,2025-09-30,bundle_discount,25,medium
CUST01179,2025-09-30,free_shipping,18,high
CUST01180,2025-09-30,welcome_offer,40,medium
CUST01181,2025-09-30,free_shipping,40,high
CUST01182,2025-09-30,free_shipping,40,high
CUST01183,2025-09-30,none,18,high
CUST01184,2025-09-30,free_shipping,40,low
CUST01185,2025-09-30,welcome_offer,25,low
CUST01186,2025-09-30,free_shipping,18,high
CUST01187,2025-09-30,welcome_offer,12,medium
CUST01188,2025-09-30,none,25,high
CUST01189,2025-09-30,free_shipping,0,high
CUST01190,2025-09-30,welcome_offer,25,low
CUST01191,2025-09-30,welcome_offer,25,high
CUST01192,2025-09-30,bundle_discount,18,low
CUST01193,2025-09-30,new_launch,25,high
CUST01194,2025-09-30,bundle_discount,12,high
CUST01195,2025-09-30,none,40,high
CUST01196,2025-09-30,welcome_offer,0,high
CUST01197,2025-09-30,bundle_discount,12,high
CUST01198,2025-09-30,bundle_discount,0,medium
CUST01199,2025-09-30,new_launch,0,high
CUST01200,2025-09-30,none,12,medium
CUST01201,2025-09-30,new_launch,25,high
CUST01202,2025-09-30,free_shipping,18,high
CUST01203,2025-09-30,none,0,medium
CUST01204,2025-09-30,free_shipping,25,high
CUST01205,2025-09-30,welcome_offer,12,high
CUST01206,2025-09-30,bundle_discount,18,medium
CUST01207,2025-09-30,new_launch,12,high
CUST01208,2025-09-30,welcome_offer,40,high
CUST01209,2025-09-30,none,40,low
CUST01210,2025-09-30,new_launch,18,high
CUST01211,2025-09-30,bundle_discount,18,medium
CUST01212,2025-09-30,new_launch,25,low
CUST01213,2025-09-30,free_shipping,18,high
CUST01214,2025-09-30,free_shipping,0,high
CUST01215,2025-09-30,bundle_discount,18,high
CUST01216,2025-09-30,bundle_discount,40,high
CUST01217,2025-09-30,bundle_discount,40,high
CUST01218,2025-09-30,welcome_offer,40,low
CUST01219,2025-09-30,free_shipping,0,high
CUST01220,2025-09-30,new_launch,25,high
CUST01221,2025-09-30,bundle_discount,0,low
CUST01222,2025-09-30,none,0,high
CUST01223,2025-09-30,free_shipping,25,high
CUST01224,2025-09-30,new_launch,18,low
CUST01225,2025-09-30,new_launch,18,high
CUST01226,2025-09-30,none,0,medium
CUST01227,2025-09-30,none,0,medium
CUST01228,2025-09-30,free_shipping,18,high
CUST01229,2025-09-30,none,40,high
CUST01230,2025-09-30,bundle_discount,25,high
CUST01231,2025-09-30,free_shipping,40,high
CUST01232,2025-09-30,free_shipping,25,high
CUST01233,2025-09-30,free_shipping,0,medium
